SOC,Communication,Responsibility,Physical,Criticality,Routine,Skills,Complementarity
47-2121.00,0.53,0.735,0.835,0.74,0.77,0.4,0.6683333333333333
47-2131.00,0.445,0.635,0.65,0.6066666666666667,0.725,0.4,0.5769444444444445
47-2132.00,0.48,0.7,0.625,0.6033333333333333,0.825,0.4,0.6055555555555555
47-2141.00,0.54,0.72,0.585,0.59,0.865,0.4,0.6166666666666666
47-2142.00,0.4,0.565,0.44,0.64,0.805,0.4,0.5416666666666666
47-2151.00,0.63,0.755,0.88,0.6933333333333332,0.775,0.2,0.6555555555555556
47-2152.00,0.49,0.735,0.72,0.7366666666666666,0.84,0.6,0.6869444444444444
47-2152.04,0.525,0.74,0.695,0.78,0.82,0.6,0.6933333333333334
47-2161.00,0.48,0.63,0.725,0.5966666666666667,0.605,0.2,0.5394444444444445
47-2171.00,0.575,0.845,0.805,0.55,0.7,0.4,0.6458333333333334
47-2181.00,0.535,0.745,0.885,0.65,0.735,0.4,0.6583333333333333
47-2211.00,0.475,0.725,0.495,0.6233333333333333,0.635,0.4,0.5588888888888889
47-2221.00,0.575,0.795,0.91,0.6733333333333333,0.77,0.4,0.6872222222222223
47-2231.00,0.775,0.815,0.875,0.7833333333333333,0.825,0.4,0.7455555555555556
47-3011.00,0.595,0.755,0.745,0.55,0.72,0.4,0.6275000000000001
47-3012.00,0.555,0.735,0.78,0.6933333333333332,0.76,0.4,0.6538888888888889
47-3013.00,0.61,0.51,0.745,0.61,0.725,0.4,0.6
47-3014.00,0.595,0.625,0.675,0.5733333333333333,0.735,0.2,0.5672222222222222
47-3015.00,0.415,0.5,0.77,0.6033333333333333,0.66,0.4,0.5580555555555555
47-3016.00,0.585,0.685,0.75,0.5466666666666666,0.495,0.4,0.5769444444444444
47-4011.00,0.615,0.445,0.76,0.7566666666666666,0.75,0.6,0.6544444444444445
47-4011.01,0.565,0.59,0.55,0.68,0.76,0.6,0.6241666666666666
47-4021.00,0.505,0.855,0.61,0.8566666666666666,0.785,0.6,0.7019444444444444
47-4031.00,0.58,0.915,0.84,0.6766666666666665,0.765,0.4,0.6961111111111111
47-4041.00,0.63,0.76,0.66,0.5766666666666667,0.63,0.6,0.6427777777777778
47-4051.00,0.59,0.735,0.835,0.7433333333333333,0.635,0.4,0.6563888888888888
47-4061.00,0.65,0.8,0.92,0.7,0.74,0.4,0.7016666666666668
47-4071.00,0.575,0.685,0.88,0.6733333333333333,0.775,0.2,0.6313888888888889
47-4091.00,0.645,0.685,0.735,0.6666666666666665,0.64,0.4,0.6286111111111111
47-4099.03,0.57,0.77,0.775,0.5766666666666667,0.74,0.4,0.6386111111111111
47-5011.00,0.51,0.855,0.935,0.64,0.78,0.2,0.6533333333333333
47-5012.00,0.69,0.93,0.895,0.85,0.765,0.4,0.755
47-5013.00,0.61,0.855,0.895,0.8566666666666666,0.73,0.4,0.7244444444444444
47-5022.00,0.57,0.655,0.59,0.7466666666666666,0.775,0.4,0.6227777777777778
47-5023.00,0.49,0.635,0.63,0.77,0.775,0.4,0.6166666666666666
47-5032.00,0.6,0.875,0.82,0.7666666666666666,0.675,0.4,0.6894444444444444
47-5041.00,0.565,0.735,0.41,0.8366666666666666,0.775,0.4,0.6202777777777777
47-5043.00,0.57,0.835,0.545,0.61,0.65,0.4,0.6016666666666666
47-5044.00,0.575,0.695,0.415,0.6033333333333333,0.68,0.4,0.5613888888888888
47-5051.00,0.365,0.465,0.685,0.51,0.62,0.2,0.4741666666666668
47-5071.00,0.565,0.755,0.87,0.76,0.705,0.2,0.6425000000000001
47-5081.00,0.665,0.74,0.86,0.7566666666666666,0.815,0.4,0.706111111111111
49-1011.00,0.61,0.83,0.58,0.66,0.88,0.6,0.6933333333333334
49-2011.00,0.505,0.425,0.47,0.68,0.745,0.6,0.5708333333333334
49-2021.00,0.53,0.61,0.675,0.67,0.775,0.6,0.6433333333333334
49-2022.00,0.5,0.485,0.73,0.7333333333333333,0.76,0.6,0.6347222222222222
49-2091.00,0.505,0.575,0.54,0.6833333333333332,0.76,0.6,0.6105555555555556
49-2092.00,0.53,0.595,0.505,0.75,0.8,0.6,0.63
49-2093.00,0.55,0.715,0.645,0.6466666666666666,0.76,0.6,0.6527777777777778
49-2094.00,0.615,0.53,0.475,0.6866666666666665,0.745,0.6,0.6086111111111111
49-2095.00,0.605,0.775,0.855,0.77,0.665,0.6,0.7116666666666666
49-2096.00,0.55,0.5,0.45,0.7166666666666666,0.79,0.6,0.6011111111111112
49-2097.00,0.565,0.595,0.69,0.5166666666666666,0.745,0.6,0.6186111111111111
49-2098.00,0.625,0.715,0.62,0.82,0.87,0.6,0.7083333333333334
49-3011.00,0.545,0.715,0.755,0.7033333333333333,0.855,0.6,0.6955555555555555
49-3021.00,0.495,0.59,0.36,0.71,0.79,0.4,0.5575
49-3022.00,0.495,0.45,0.72,0.59,0.75,0.4,0.5675
49-3023.00,0.535,0.485,0.51,0.7933333333333333,0.835,0.6,0.6263888888888889
49-3031.00,0.58,0.8,0.67,0.73,0.84,0.6,0.7033333333333333
49-3041.00,0.49,0.6,0.62,0.7466666666666666,0.795,0.6,0.6419444444444444
49-3042.00,0.56,0.635,0.675,0.7766666666666666,0.785,0.6,0.6719444444444443
49-3043.00,0.555,0.555,0.735,0.6466666666666666,0.785,0.4,0.6127777777777778
49-3051.00,0.495,0.61,0.78,0.79,0.785,0.6,0.6766666666666666
49-3052.00,0.53,0.63,0.555,0.89,0.9,0.6,0.6841666666666667
49-3053.00,0.365,0.385,0.59,0.68,0.795,0.4,0.5358333333333333
49-3091.00,0.54,0.44,0.41,0.8666666666666666,0.92,0.4,0.596111111111111
49-3092.00,0.56,0.3,0.615,0.65,0.74,0.4,0.5441666666666667
49-3093.00,0.55,0.685,0.565,0.73,0.7,0.4,0.6050000000000001
49-9011.00,0.565,0.5,0.76,0.7033333333333333,0.79,0.4,0.6197222222222222
49-9012.00,0.58,0.715,0.78,0.7333333333333333,0.69,0.6,0.6830555555555556
49-9021.00,0.53,0.725,0.695,0.7766666666666666,0.79,0.6,0.686111111111111
49-9031.00,0.55,0.45,0.645,0.7166666666666666,0.79,0.4,0.5919444444444444
49-9041.00,0.48,0.555,0.545,0.5133333333333333,0.665,0.6,0.5597222222222222
49-9043.00,0.51,0.695,0.525,0.7566666666666666,0.705,0.6,0.6319444444444444
49-9044.00,0.67,0.825,0.84,0.78,0.72,0.4,0.7058333333333334
49-9045.00,0.37,0.7,0.65,0.58,0.645,0.4,0.5575
49-9051.00,0.57,0.91,0.895,0.8433333333333333,0.81,0.4,0.7380555555555556
49-9052.00,0.58,0.555,0.8,0.7433333333333333,0.8,0.4,0.6463888888888889
49-9061.00,0.44,0.185,0.21,0.6666666666666665,0.9,0.6,0.5002777777777777
49-9062.00,0.585,0.515,0.505,0.7366666666666666,0.81,0.6,0.6252777777777778
49-9063.00,0.505,0.29,0.195,0.67,0.905,0.6,0.5275000000000001
49-9064.00,0.44,0.13,0.33,0.62,0.955,0.6,0.5125000000000001
49-9071.00,0.585,0.84,0.715,0.7066666666666666,0.735,0.6,0.6969444444444443
49-9081.00,0.69,0.835,0.905,0.86,0.695,0.6,0.7641666666666665
49-9091.00,0.38,0.275,0.58,0.6433333333333333,0.765,0.4,0.5072222222222221
49-9092.00,0.57,0.825,0.825,0.75,0.81,0.6,0.73
49-9094.00,0.57,0.57,0.75,0.6633333333333333,0.755,0.4,0.6180555555555555
49-9095.00,0.35,0.72,0.795,0.7433333333333333,0.9,0.4,0.6513888888888888
49-9096.00,0.73,0.825,0.815,0.7433333333333333,0.715,0.4,0.7047222222222222
49-9097.00,0.565,0.765,0.66,0.7333333333333333,0.81,0.6,0.688888888888889
49-9098.00,0.545,0.685,0.69,0.7033333333333333,0.7,0.4,0.6205555555555555
49-9099.01,0.715,0.73,0.67,0.7833333333333333,0.6,0.4,0.6497222222222222
51-1011.00,0.77,0.85,0.53,0.7433333333333333,0.735,0.6,0.7047222222222222
51-2011.00,0.59,0.58,0.355,0.61,0.71,0.4,0.5408333333333333
51-2021.00,0.53,0.545,0.35,0.6866666666666665,0.76,0.4,0.5452777777777779
51-2022.00,0.43,0.665,0.41,0.5933333333333333,0.74,0.4,0.5397222222222221
51-2023.00,0.555,0.66,0.31,0.47,0.65,0.4,0.5075
51-2031.00,0.57,0.605,0.485,0.6633333333333333,0.715,0.4,0.5730555555555555
51-2041.00,0.675,0.595,0.45,0.5733333333333333,0.705,0.4,0.5663888888888888
51-2051.00,0.57,0.71,0.52,0.44,0.6,0.4,0.5399999999999999
51-2061.00,0.485,0.225,0.26,0.58,0.77,0.4,0.4533333333333333
51-2092.00,0.62,0.615,0.355,0.5766666666666667,0.685,0.4,0.5419444444444445
51-3011.00,0.5,0.605,0.295,0.6333333333333333,0.715,0.4,0.5247222222222222
51-3021.00,0.49,0.715,0.42,0.7066666666666666,0.635,0.4,0.5611111111111111
51-3022.00,0.41,0.58,0.585,0.6533333333333333,0.5,0.2,0.48805555555555563
51-3023.00,0.53,0.665,0.45,0.5433333333333333,0.69,0.4,0.5463888888888889
51-3091.00,0.555,0.54,0.205,0.65,0.49,0.4,0.4733333333333334
51-3092.00,0.61,0.755,0.365,0.56,0.5,0.4,0.5316666666666666
51-3093.00,0.485,0.625,0.575,0.7333333333333333,0.735,0.4,0.5922222222222221
51-4021.00,0.49,0.46,0.31,0.79,0.535,0.4,0.4975
51-4022.00,0.685,0.74,0.44,0.67,0.57,0.4,0.5841666666666666
51-4023.00,0.55,0.72,0.34,0.6533333333333333,0.635,0.4,0.5497222222222222
51-4031.00,0.4,0.295,0.36,0.5033333333333333,0.565,0.4,0.42055555555555557
51-4032.00,0.555,0.62,0.29,0.7066666666666666,0.67,0.4,0.5402777777777777
51-4033.00,0.475,0.575,0.34,0.6166666666666667,0.645,0.4,0.5086111111111111
51-4034.00,0.52,0.53,0.235,0.35666666666666663,0.595,0.4,0.43944444444444447
51-4035.00,0.46,0.555,0.32,0.49,0.64,0.4,0.47750000000000004
51-4041.00,0.485,0.625,0.33,0.66,0.605,0.6,0.5508333333333334
51-4051.00,0.51,0.705,0.32,0.6666666666666665,0.575,0.4,0.5294444444444444
51-4052.00,0.46,0.435,0.285,0.49666666666666665,0.57,0.4,0.44111111111111106
51-4061.00,0.48,0.36,0.235,0.5433333333333333,0.645,0.6,0.4772222222222222
51-4062.00,0.575,0.635,0.44,0.6166666666666667,0.715,0.6,0.5969444444444444
51-4071.00,0.495,0.67,0.49,0.6433333333333333,0.715,0.4,0.5688888888888889
51-4072.00,0.57,0.61,0.395,0.59,0.675,0.4,0.5399999999999999
51-4081.00,0.585,0.57,0.275,0.5766666666666667,0.545,0.4,0.49194444444444435
51-4111.00,0.55,0.55,0.25,0.8033333333333332,0.83,0.6,0.5972222222222222
51-4121.00,0.48,0.555,0.355,0.5766666666666667,0.705,0.4,0.5119444444444444
51-4122.00,0.53,0.72,0.285,0.6766666666666665,0.6,0.4,0.5352777777777777
51-4191.00,0.445,0.72,0.37,0.55,0.71,0.4,0.5325
51-4192.00,0.555,0.58,0.435,0.5733333333333333,0.665,0.4,0.5347222222222222
51-4193.00,0.49,0.715,0.355,0.64,0.62,0.4,0.5366666666666667
51-4194.00,0.505,0.665,0.35,0.5966666666666667,0.7,0.4,0.5361111111111111
51-5111.00,0.485,0.355,0.305,0.5666666666666667,0.595,0.6,0.48444444444444446
51-5112.00,0.52,0.64,0.265,0.7066666666666666,0.68,0.4,0.5352777777777779
51-5113.00,0.48,0.62,0.29,0.5933333333333333,0.595,0.4,0.4963888888888888
51-6011.00,0.455,0.755,0.34,0.39,0.49,0.2,0.4383333333333333
51-6021.00,0.5,0.53,0.25,0.29,0.675,0.2,0.40750000000000003
51-6031.00,0.415,0.39,0.31,0.38,0.675,0.2,0.395
51-6041.00,0.47,0.385,0.245,0.63,0.785,0.4,0.48583333333333334
51-6042.00,0.465,0.54,0.29,0.49,0.795,0.4,0.49666666666666665
51-6051.00,0.545,0.46,0.235,0.4233333333333333,0.76,0.2,0.43722222222222235
51-6052.00,0.425,0.585,0.345,0.6866666666666665,0.725,0.4,0.5277777777777778
51-6061.00,0.55,0.65,0.31,0.6333333333333333,0.57,0.4,0.5188888888888888
51-6062.00,0.47,0.365,0.325,0.5033333333333333,0.475,0.4,0.4230555555555555
51-6063.00,0.515,0.625,0.29,0.5,0.71,0.4,0.5066666666666667
51-6064.00,0.43,0.48,0.345,0.44,0.54,0.4,0.43916666666666665
51-6091.00,0.66,0.695,0.365,0.72,0.56,0.4,0.5666666666666667
51-6092.00,0.54,0.475,0.25,0.73,0.75,0.6,0.5575
51-6093.00,0.415,0.5,0.335,0.4766666666666666,0.805,0.4,0.4886111111111111
51-7011.00,0.51,0.485,0.385,0.5633333333333332,0.68,0.4,0.5038888888888888
51-7021.00,0.455,0.635,0.31,0.56,0.71,0.4,0.5116666666666666
51-7031.00,0.47,0.63,0.31,0.55,0.735,0.6,0.5491666666666667
51-7032.00,0.55,0.61,0.505,0.6866666666666665,0.745,0.6,0.6161111111111112
51-7041.00,0.465,0.645,0.415,0.59,0.69,0.4,0.5341666666666667
51-7042.00,0.55,0.59,0.345,0.5966666666666667,0.7,0.4,0.5302777777777778
51-8011.00,0.75,0.815,0.51,0.7433333333333333,0.5,0.6,0.6530555555555556
51-8012.00,0.545,0.835,0.575,0.8766666666666666,0.68,0.6,0.6852777777777778
51-8013.00,0.545,0.69,0.74,0.7766666666666666,0.6,0.4,0.6252777777777777
51-8013.03,0.5,0.875,0.59,0.87,0.605,0.4,0.64
51-8013.04,0.55,0.72,0.665,0.65,0.72,0.6,0.6508333333333333
51-8021.00,0.6,0.84,0.71,0.77,0.685,0.6,0.7008333333333333
51-8031.00,0.61,0.695,0.795,0.7233333333333333,0.62,0.4,0.6405555555555555
51-8091.00,0.545,0.76,0.765,0.8333333333333333,0.49,0.4,0.6322222222222222
51-8092.00,0.535,0.76,0.68,0.7966666666666665,0.61,0.4,0.6302777777777777
51-8093.00,0.485,0.71,0.765,0.7633333333333333,0.61,0.4,0.6222222222222221
51-8099.01,0.58,0.685,0.655,0.8,0.565,0.4,0.6141666666666666
51-9011.00,0.515,0.805,0.645,0.7266666666666666,0.62,0.4,0.6186111111111111
51-9012.00,0.495,0.59,0.32,0.75,0.56,0.4,0.5191666666666667
51-9021.00,0.605,0.72,0.545,0.6933333333333332,0.665,0.4,0.6047222222222223
51-9022.00,0.48,0.395,0.5,0.54,0.62,0.4,0.4891666666666667
51-9023.00,0.51,0.85,0.395,0.7166666666666666,0.62,0.4,0.5819444444444445
51-9031.00,0.27,0.435,0.175,0.36,0.65,0.2,0.3483333333333334
51-9032.00,0.49,0.71,0.375,0.6266666666666666,0.585,0.4,0.5311111111111111
51-9041.00,0.5,0.62,0.345,0.63,0.485,0.4,0.49666666666666665
51-9051.00,0.485,0.805,0.4,0.6733333333333333,0.605,0.4,0.5613888888888888
51-9061.00,0.63,0.73,0.425,0.6133333333333333,0.73,0.4,0.5880555555555556
51-9071.00,0.565,0.595,0.41,0.7166666666666666,0.865,0.6,0.6252777777777777
51-9071.06,0.585,0.31,0.22,0.38666666666666666,0.6,0.6,0.4502777777777778
51-9081.00,0.495,0.53,0.28,0.6033333333333333,0.81,0.4,0.5197222222222222
51-9082.00,0.615,0.7,0.38,0.7033333333333333,0.81,0.6,0.6347222222222222
51-9083.00,0.455,0.465,0.315,0.56,0.64,0.4,0.4725
51-9111.00,0.5,0.76,0.385,0.68,0.63,0.4,0.5591666666666667
51-9123.00,0.545,0.32,0.32,0.4433333333333333,0.715,0.2,0.4238888888888889
51-9124.00,0.545,0.62,0.485,0.61,0.63,0.4,0.5483333333333332
51-9141.00,0.44,0.645,0.335,0.6233333333333333,0.545,0.4,0.4980555555555555
51-9151.00,0.58,0.57,0.445,0.5266666666666666,0.56,0.4,0.5136111111111111
51-9161.00,0.49,0.39,0.285,0.6633333333333333,0.53,0.4,0.4597222222222222
51-9162.00,0.535,0.54,0.28,0.6966666666666665,0.655,0.4,0.5177777777777778
51-9191.00,0.6,0.73,0.38,0.73,0.56,0.4,0.5666666666666667
51-9192.00,0.525,0.545,0.35,0.5433333333333333,0.62,0.4,0.49722222222222223
51-9193.00,0.6,0.73,0.52,0.64,0.62,0.4,0.5850000000000001
51-9194.00,0.515,0.47,0.27,0.6066666666666667,0.74,0.4,0.5002777777777777
51-9195.00,0.435,0.61,0.395,0.48,0.53,0.4,0.47500000000000003
51-9195.03,0.49,0.65,0.47,0.5833333333333333,0.7,0.4,0.5488888888888889
51-9195.04,0.44,0.51,0.33,0.7333333333333333,0.675,0.4,0.5147222222222222
51-9195.05,0.57,0.535,0.225,0.67,0.825,0.6,0.5708333333333334
51-9196.00,0.675,0.725,0.32,0.6533333333333333,0.6,0.4,0.5622222222222222
51-9197.00,0.47,0.565,0.415,0.5266666666666666,0.545,0.4,0.4869444444444444
51-9198.00,0.49,0.535,0.41,0.61,0.595,0.4,0.5066666666666666
53-1041.00,0.71,0.87,0.765,0.8166666666666665,0.74,0.4,0.7169444444444445
53-1042.00,0.735,0.925,0.545,0.7766666666666666,0.705,0.4,0.6811111111111111
53-1042.01,0.69,0.755,0.65,0.7533333333333333,0.81,0.4,0.6763888888888889
53-1043.00,0.7,0.845,0.655,0.8033333333333332,0.775,0.6,0.7297222222222222
53-2011.00,0.795,0.79,0.685,0.8166666666666665,0.505,0.8,0.7319444444444444
53-2012.00,0.55,0.77,0.745,0.83,0.84,0.6,0.7225
53-2021.00,0.51,0.52,0.425,0.8666666666666666,0.54,0.6,0.5769444444444445
53-2022.00,0.695,0.765,0.755,0.9166666666666665,0.755,0.6,0.7477777777777778
53-2031.00,0.96,0.895,0.68,0.88,0.7,0.4,0.7525000000000001
53-3011.00,0.585,0.76,0.855,0.7833333333333333,0.735,0.4,0.6863888888888888
53-3031.00,0.69,0.435,0.74,0.5966666666666667,0.735,0.4,0.5994444444444444
53-3032.00,0.485,0.56,0.67,0.83,0.76,0.4,0.6174999999999999
53-3033.00,0.445,0.555,0.645,0.62,0.55,0.4,0.5358333333333334
53-3051.00,0.45,0.545,0.74,0.7533333333333333,0.705,0.4,0.5988888888888889
53-3052.00,0.505,0.435,0.66,0.74,0.565,0.4,0.5508333333333333
53-3053.00,0.425,0.565,0.86,0.76,0.745,0.4,0.6258333333333334
53-4011.00,0.585,0.83,0.68,0.8166666666666665,0.765,0.4,0.6794444444444445
53-4013.00,0.625,0.86,0.695,0.7466666666666666,0.68,0.4,0.6677777777777778
53-4022.00,0.51,0.745,0.68,0.8266666666666665,0.72,0.4,0.6469444444444444
53-4031.00,0.53,0.74,0.78,0.79,0.645,0.4,0.6475
53-4041.00,0.485,0.635,0.69,0.69,0.555,0.4,0.5758333333333333
53-5011.00,0.55,0.825,0.845,0.6633333333333333,0.77,0.4,0.6755555555555555
53-5021.00,0.67,0.82,0.78,0.8766666666666666,0.82,0.6,0.7611111111111111
53-5022.00,0.645,0.815,0.79,0.8,0.78,0.4,0.7050000000000001
53-5031.00,0.525,0.79,0.77,0.8066666666666665,0.71,0.6,0.7002777777777777
53-6011.00,0.44,0.5,0.455,0.7466666666666666,0.62,0.4,0.5269444444444444
53-6021.00,0.565,0.51,0.69,0.5533333333333332,0.6,0.4,0.5530555555555555
53-6031.00,0.63,0.645,0.73,0.8033333333333332,0.76,0.4,0.6613888888888889
53-6041.00,0.505,0.52,0.615,0.5866666666666667,0.635,0.6,0.5769444444444444
53-6051.00,0.51,0.63,0.695,0.71,0.795,0.8,0.69
53-6051.01,0.63,0.785,0.71,0.8966666666666666,0.73,0.6,0.7252777777777778
53-6051.07,0.54,0.705,0.685,0.8,0.78,0.4,0.6516666666666667
53-6061.00,0.38,0.47,0.735,0.49666666666666665,0.555,0.4,0.5061111111111111
53-7011.00,0.525,0.635,0.54,0.6133333333333333,0.675,0.2,0.5313888888888889
53-7021.00,0.56,0.805,0.59,0.7633333333333333,0.73,0.6,0.6747222222222221
53-7031.00,0.565,0.54,0.565,0.68,0.555,0.4,0.5508333333333334
53-7041.00,0.51,0.745,0.55,0.9033333333333333,0.745,0.4,0.6422222222222221
53-7051.00,0.505,0.695,0.595,0.8133333333333332,0.755,0.4,0.6272222222222222
53-7061.00,0.415,0.645,0.515,0.62,0.81,0.4,0.5675
53-7062.00,0.56,0.505,0.57,0.69,0.74,0.4,0.5774999999999999
53-7062.04,0.475,0.645,0.705,0.5533333333333332,0.69,0.4,0.5780555555555555
53-7063.00,0.505,0.575,0.325,0.4733333333333333,0.53,0.4,0.4680555555555555
53-7064.00,0.54,0.655,0.405,0.54,0.655,0.4,0.5325
53-7065.00,0.645,0.425,0.405,0.54,0.73,0.4,0.5241666666666667
53-7071.00,0.61,0.795,0.81,0.8033333333333332,0.695,0.4,0.6855555555555556
53-7072.00,0.53,0.685,0.72,0.7366666666666666,0.745,0.4,0.6361111111111112
53-7073.00,0.495,0.54,0.59,0.7966666666666665,0.825,0.4,0.6077777777777776
53-7081.00,0.35,0.39,0.685,0.5866666666666667,0.67,0.4,0.5136111111111111
53-7121.00,0.62,0.775,0.78,0.84,0.75,0.4,0.6941666666666667
