SOC,AIOE
47-2121.00,-1.428170202890636
47-2131.00,-1.731256931705082
47-2132.00,-1.4953485752730538
47-2141.00,-1.6664752928521653
47-2142.00,-1.8408306399292644
47-2151.00,-1.3558439192738112
47-2152.00,-1.242177979586006
47-2152.04,-1.0277870700192584
47-2161.00,-1.8690908731169222
47-2171.00,-2.086042351227791
47-2181.00,-1.8664555491519979
47-2211.00,-1.2354115465284294
47-2221.00,-1.893726715753126
47-2231.00,-1.085191831210996
47-3011.00,-2.057151350058043
47-3012.00,-1.5363439358735391
47-3013.00,-1.5202359967808827
47-3014.00,-2.1605167211040572
47-3015.00,-1.7918007876367872
47-3016.00,-2.01279089632247
47-4011.00,0.2781632770850546
47-4011.01,-0.09497722576570897
47-4021.00,-1.0326646751119497
47-4031.00,-2.016641785043153
47-4041.00,-0.7943975009878081
47-4051.00,-1.3890462144388989
47-4061.00,-1.5099196207251084
47-4071.00,-1.3200675687520032
47-4091.00,-1.0905341706192582
47-4099.03,-1.0651801832606045
47-5011.00,-1.5259822982952003
47-5012.00,-0.8799831349426845
47-5013.00,-1.0796476690717671
47-5022.00,-1.2533360568016358
47-5023.00,-0.8075473354540841
47-5032.00,-0.879302996229517
47-5041.00,-1.274625639903546
47-5043.00,-1.731025910922413
47-5044.00,-1.2177892916299509
47-5051.00,-1.8770384383454384
47-5071.00,-1.60146897979586
47-5081.00,-1.655088501797409
49-1011.00,-0.17486343237782012
49-2011.00,-0.44891733481276735
49-2021.00,-0.9405000181726328
49-2022.00,-0.9599337057525525
49-2091.00,-0.2747054351364538
49-2092.00,-0.9171587243272044
49-2093.00,-0.9370531767463328
49-2094.00,-0.4792416140081852
49-2095.00,-0.6568865804184407
49-2096.00,-0.8979936866701642
49-2097.00,-0.6640641726790261
49-2098.00,-0.7983260301248866
49-3011.00,-0.7906103718784216
49-3021.00,-1.2898206365958644
49-3022.00,-1.3117063342057769
49-3023.00,-0.9743125465558188
49-3031.00,-1.2043189562484562
49-3041.00,-1.1711311993434028
49-3042.00,-1.2789916433960808
