2009 PSIC Code,Region Description,Job Subsector,Total Male,Total Female,Paid Male,Paid Female,Unpaid Male,Unpaid Female,Section Letter,Job Sector
N781,Region XIII (Caraga),Activities of employment placement agencies,1466,359,1466,359,0,0,N,Administrative and Support Service Activities Sector
N782,Region XIII (Caraga),Temporary employment agency activities,1148,465,1148,465,0,0,N,Administrative and Support Service Activities Sector
N791,Region XIII (Caraga),Travel agency and tour operator activities,,,,,,,N,Administrative and Support Service Activities Sector
N799,Region XIII (Caraga),Other reservation service and related activities,40,35,38,33,2,2,N,Administrative and Support Service Activities Sector
N801,Region XIII (Caraga),Private security activities,2472,186,2472,186,0,0,N,Administrative and Support Service Activities Sector
N802,Region XIII (Caraga),Security systems service activities,,,,,,,N,Administrative and Support Service Activities Sector
N812,Region XIII (Caraga),Cleaning activities,,,,,,,N,Administrative and Support Service Activities Sector
N821,Region XIII (Caraga),Office administrative and support activities,23,35,23,35,0,0,N,Administrative and Support Service Activities Sector
N822,Region XIII (Caraga),Call centers and other related activities,56,21,53,11,3,10,N,Administrative and Support Service Activities Sector
N823,Region XIII (Caraga),Organization of conventions and trade shows,,,,,,,N,Administrative and Support Service Activities Sector
N829,Region XIII (Caraga),"Business support service activities, n.e.c.",13,14,13,14,0,0,N,Administrative and Support Service Activities Sector
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,N,Administrative and Support Service Activities Sector
N781,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Activities of employment placement agencies,,,,,,,N,Administrative and Support Service Activities Sector
N799,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Other reservation service and related activities,,,,,,,N,Administrative and Support Service Activities Sector
N801,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Private security activities,,,,,,,N,Administrative and Support Service Activities Sector
N812,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Cleaning activities,,,,,,,N,Administrative and Support Service Activities Sector
N821,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Office administrative and support activities,,,,,,,N,Administrative and Support Service Activities Sector
N822,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Call centers and other related activities,,,,,,,N,Administrative and Support Service Activities Sector
N829,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),"Business support service activities, n.e.c.",,,,,,,N,Administrative and Support Service Activities Sector
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,N,Administrative and Support Service Activities Sector
#NAME?,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,N,Administrative and Support Service Activities Sector
,Philippines,,,,,,,,K,Financial and Insurance Activities
K641,Philippines,Monetary intermediation,56135,110508,56135,110321,0,186,K,Financial and Insurance Activities
K642,Philippines,Activities of holding companies,3954,4488,3848,4349,106,138,K,Financial and Insurance Activities
K643,Philippines,"Trusts, funds and other financial vehicles",765,1007,759,1007,6,0,K,Financial and Insurance Activities
K649,Philippines,"Other financial service activities, except insurance and pension funding activities",68942,90113,68278,89160,664,953,K,Financial and Insurance Activities
K651,Philippines,Insurance,9478,14905,9342,14585,136,320,K,Financial and Insurance Activities
K652,Philippines,Reinsurance,10,15,10,15,0,0,K,Financial and Insurance Activities
K653,Philippines,Pension funding,19,39,19,39,0,0,K,Financial and Insurance Activities
K661,Philippines,"Activities auxiliary to financial service, except insurance and pension funding",1692,2142,1692,2142,0,0,K,Financial and Insurance Activities
K662,Philippines,Activities auxiliary to insurance and pension funding ,3788,5867,3788,5867,0,0,K,Financial and Insurance Activities
K663,Philippines,Fund management activities,,,,,,,K,Financial and Insurance Activities
,National Capital Region (NCR),,,,,,,,K,Financial and Insurance Activities
K641,National Capital Region (NCR),Monetary intermediation,27079,55461,27079,55461,0,0,K,Financial and Insurance Activities
K642,National Capital Region (NCR),Activities of holding companies,3666,4183,3560,4058,106,124,K,Financial and Insurance Activities
K643,National Capital Region (NCR),"Trusts, funds and other financial vehicles",695,893,695,893,0,0,K,Financial and Insurance Activities
K649,National Capital Region (NCR),"Other financial service activities, except insurance and pension funding activities",9030,13626,9029,13626,2,0,K,Financial and Insurance Activities
K651,National Capital Region (NCR),Insurance,7041,10423,6971,10282,70,141,K,Financial and Insurance Activities
K652,National Capital Region (NCR),Reinsurance,,,,,,,K,Financial and Insurance Activities
K653,National Capital Region (NCR),Pension funding,,,,,,,K,Financial and Insurance Activities
K661,National Capital Region (NCR),"Activities auxiliary to financial service, except insurance and pension funding",1452,1877,1452,1877,0,0,K,Financial and Insurance Activities
K662,National Capital Region (NCR),Activities auxiliary to insurance and pension funding ,2719,4300,2719,4300,0,0,K,Financial and Insurance Activities
K663,National Capital Region (NCR),Fund management activities,,,,,,,K,Financial and Insurance Activities
,Cordillera Administrative Region (CAR),,,,,,,,K,Financial and Insurance Activities
K641,Cordillera Administrative Region (CAR),Monetary intermediation,375,954,375,954,0,0,K,Financial and Insurance Activities
K643,Cordillera Administrative Region (CAR),"Trusts, funds and other financial vehicles",,,,,,,K,Financial and Insurance Activities
K649,Cordillera Administrative Region (CAR),"Other financial service activities, except insurance and pension funding activities",1381,2155,1370,2006,11,150,K,Financial and Insurance Activities
K651,Cordillera Administrative Region (CAR),Insurance,55,90,55,90,0,0,K,Financial and Insurance Activities
K661,Cordillera Administrative Region (CAR),"Activities auxiliary to financial service, except insurance and pension funding",,,,,,,K,Financial and Insurance Activities
K662,Cordillera Administrative Region (CAR),Activities auxiliary to insurance and pension funding ,33,30,33,30,0,0,K,Financial and Insurance Activities
,Region I (Ilocos Region),,,,,,,,K,Financial and Insurance Activities
K641,Region I (Ilocos Region),Monetary intermediation,1564,2827,1564,2827,0,0,K,Financial and Insurance Activities
K642,Region I (Ilocos Region),Activities of holding companies,,,,,,,K,Financial and Insurance Activities
K649,Region I (Ilocos Region),"Other financial service activities, except insurance and pension funding activities",4205,4933,4204,4927,1,6,K,Financial and Insurance Activities
K651,Region I (Ilocos Region),Insurance,103,199,103,199,0,0,K,Financial and Insurance Activities
K661,Region I (Ilocos Region),"Activities auxiliary to financial service, except insurance and pension funding",,,,,,,K,Financial and Insurance Activities
K662,Region I (Ilocos Region),Activities auxiliary to insurance and pension funding ,22,22,22,22,0,0,K,Financial and Insurance Activities
,Region II (Cagayan Valley),,,,,,,,K,Financial and Insurance Activities
K641,Region II (Cagayan Valley),Monetary intermediation,1409,2101,1409,2101,0,0,K,Financial and Insurance Activities
K649,Region II (Cagayan Valley),"Other financial service activities, except insurance and pension funding activities",2261,3326,2220,3326,42,0,K,Financial and Insurance Activities
K651,Region II (Cagayan Valley),Insurance,49,127,49,112,0,15,K,Financial and Insurance Activities
K662,Region II (Cagayan Valley),Activities auxiliary to insurance and pension funding ,126,201,126,201,0,0,K,Financial and Insurance Activities
,Region III (Central Luzon),,,,,,,,K,Financial and Insurance Activities
K641,Region III (Central Luzon),Monetary intermediation,3297,7352,3297,7352,0,0,K,Financial and Insurance Activities
K642,Region III (Central Luzon),Activities of holding companies,,,,,,,K,Financial and Insurance Activities
K643,Region III (Central Luzon),"Trusts, funds and other financial vehicles",23,32,23,32,0,0,K,Financial and Insurance Activities
K649,Region III (Central Luzon),"Other financial service activities, except insurance and pension funding activities",4757,7920,4709,7918,48,2,K,Financial and Insurance Activities
K651,Region III (Central Luzon),Insurance,507,443,507,443,0,0,K,Financial and Insurance Activities
K653,Region III (Central Luzon),Pension funding,,,,,,,K,Financial and Insurance Activities
K661,Region III (Central Luzon),"Activities auxiliary to financial service, except insurance and pension funding",66,36,66,36,0,0,K,Financial and Insurance Activities
K662,Region III (Central Luzon),Activities auxiliary to insurance and pension funding ,99,165,99,165,0,0,K,Financial and Insurance Activities
,Region IV-A (CALABARZON),,,,,,,,K,Financial and Insurance Activities
K641,Region IV-A (CALABARZON),Monetary intermediation,5861,11214,5861,11214,0,0,K,Financial and Insurance Activities
K642,Region IV-A (CALABARZON),Activities of holding companies,,,,,,,K,Financial and Insurance Activities
K643,Region IV-A (CALABARZON),"Trusts, funds and other financial vehicles",,,,,,,K,Financial and Insurance Activities
K649,Region IV-A (CALABARZON),"Other financial service activities, except insurance and pension funding activities",5780,8822,5717,8761,63,62,K,Financial and Insurance Activities
K651,Region IV-A (CALABARZON),Insurance,320,878,320,878,0,0,K,Financial and Insurance Activities
K652,Region IV-A (CALABARZON),Reinsurance,,,,,,,K,Financial and Insurance Activities
K661,Region IV-A (CALABARZON),"Activities auxiliary to financial service, except insurance and pension funding",,,,,,,K,Financial and Insurance Activities
K662,Region IV-A (CALABARZON),Activities auxiliary to insurance and pension funding ,198,176,198,176,0,0,K,Financial and Insurance Activities
,MIMAROPA Region,,,,,,,,K,Financial and Insurance Activities
K641,MIMAROPA Region,Monetary intermediation,1203,1264,1203,1264,0,0,K,Financial and Insurance Activities
K642,MIMAROPA Region,Activities of holding companies,,,,,,,K,Financial and Insurance Activities
K649,MIMAROPA Region,"Other financial service activities, except insurance and pension funding activities",1484,2740,1065,2415,418,325,K,Financial and Insurance Activities
K651,MIMAROPA Region,Insurance,68,120,68,120,0,0,K,Financial and Insurance Activities
K662,MIMAROPA Region,Activities auxiliary to insurance and pension funding ,,,,,,,K,Financial and Insurance Activities
,Region V (Bicol Region),,,,,,,,K,Financial and Insurance Activities
K641,Region V (Bicol Region),Monetary intermediation,2614,6839,2614,6839,0,0,K,Financial and Insurance Activities
K649,Region V (Bicol Region),"Other financial service activities, except insurance and pension funding activities",3585,3180,3585,3180,0,0,K,Financial and Insurance Activities
K651,Region V (Bicol Region),Insurance,82,194,82,194,0,0,K,Financial and Insurance Activities
K661,Region V (Bicol Region),"Activities auxiliary to financial service, except insurance and pension funding",0,26,0,26,0,0,K,Financial and Insurance Activities
K662,Region V (Bicol Region),Activities auxiliary to insurance and pension funding ,53,44,53,44,0,0,K,Financial and Insurance Activities
,Region VI (Western Visayas),,,,,,,,K,Financial and Insurance Activities
K641,Region VI (Western Visayas),Monetary intermediation,2377,4311,2377,4310,0,1,K,Financial and Insurance Activities
K642,Region VI (Western Visayas),Activities of holding companies,,,,,,,K,Financial and Insurance Activities
K643,Region VI (Western Visayas),"Trusts, funds and other financial vehicles",,,,,,,K,Financial and Insurance Activities
K649,Region VI (Western Visayas),"Other financial service activities, except insurance and pension funding activities",5896,8815,5896,8813,0,2,K,Financial and Insurance Activities
K651,Region VI (Western Visayas),Insurance,202,383,202,383,0,0,K,Financial and Insurance Activities
K653,Region VI (Western Visayas),Pension funding,,,,,,,K,Financial and Insurance Activities
K661,Region VI (Western Visayas),"Activities auxiliary to financial service, except insurance and pension funding",22,23,22,23,0,0,K,Financial and Insurance Activities
K662,Region VI (Western Visayas),Activities auxiliary to insurance and pension funding ,64,141,64,141,0,0,K,Financial and Insurance Activities
,Region VII (Central Visayas),,,,,,,,K,Financial and Insurance Activities
K641,Region VII (Central Visayas),Monetary intermediation,2026,6653,2026,6468,0,185,K,Financial and Insurance Activities
K642,Region VII (Central Visayas),Activities of holding companies,151,186,151,172,0,14,K,Financial and Insurance Activities
K643,Region VII (Central Visayas),"Trusts, funds and other financial vehicles",5,7,5,7,0,0,K,Financial and Insurance Activities
K649,Region VII (Central Visayas),"Other financial service activities, except insurance and pension funding activities",8998,10032,8978,10023,20,9,K,Financial and Insurance Activities
K651,Region VII (Central Visayas),Insurance,257,461,257,461,0,0,K,Financial and Insurance Activities
K661,Region VII (Central Visayas),"Activities auxiliary to financial service, except insurance and pension funding",15,18,15,18,0,0,K,Financial and Insurance Activities
K662,Region VII (Central Visayas),Activities auxiliary to insurance and pension funding ,124,240,124,240,0,0,K,Financial and Insurance Activities
,Region VIII (Eastern Visayas),,,,,,,,K,Financial and Insurance Activities
K641,Region VIII (Eastern Visayas),Monetary intermediation,692,1135,692,1135,0,0,K,Financial and Insurance Activities
K642,Region VIII (Eastern Visayas),Activities of holding companies,,,,,,,K,Financial and Insurance Activities
K643,Region VIII (Eastern Visayas),"Trusts, funds and other financial vehicles",,,,,,,K,Financial and Insurance Activities
K649,Region VIII (Eastern Visayas),"Other financial service activities, except insurance and pension funding activities",3574,3176,3574,3176,0,0,K,Financial and Insurance Activities
K651,Region VIII (Eastern Visayas),Insurance,35,140,35,140,0,0,K,Financial and Insurance Activities
K662,Region VIII (Eastern Visayas),Activities auxiliary to insurance and pension funding ,39,22,39,22,0,0,K,Financial and Insurance Activities
,Region IX (Zamboanga Peninsula),,,,,,,,K,Financial and Insurance Activities
K641,Region IX (Zamboanga Peninsula),Monetary intermediation,964,1144,964,1144,0,0,K,Financial and Insurance Activities
K643,Region IX (Zamboanga Peninsula),"Trusts, funds and other financial vehicles",,,,,,,K,Financial and Insurance Activities
K649,Region IX (Zamboanga Peninsula),"Other financial service activities, except insurance and pension funding activities",2762,3254,2762,3160,0,94,K,Financial and Insurance Activities
K651,Region IX (Zamboanga Peninsula),Insurance,95,490,29,326,66,164,K,Financial and Insurance Activities
K661,Region IX (Zamboanga Peninsula),"Activities auxiliary to financial service, except insurance and pension funding",,,,,,,K,Financial and Insurance Activities
K662,Region IX (Zamboanga Peninsula),Activities auxiliary to insurance and pension funding ,35,40,35,40,0,0,K,Financial and Insurance Activities
,Region X (Northern Mindanao),,,,,,,,K,Financial and Insurance Activities
K641,Region X (Northern Mindanao),Monetary intermediation,3480,3831,3480,3831,0,0,K,Financial and Insurance Activities
K643,Region X (Northern Mindanao),"Trusts, funds and other financial vehicles",,,,,,,K,Financial and Insurance Activities
K649,Region X (Northern Mindanao),"Other financial service activities, except insurance and pension funding activities",3698,4598,3696,4588,2,10,K,Financial and Insurance Activities
K651,Region X (Northern Mindanao),Insurance,337,370,337,370,0,0,K,Financial and Insurance Activities
K661,Region X (Northern Mindanao),"Activities auxiliary to financial service, except insurance and pension funding",,,,,,,K,Financial and Insurance Activities
K662,Region X (Northern Mindanao),Activities auxiliary to insurance and pension funding ,56,71,56,71,0,0,K,Financial and Insurance Activities
,Region XI (Davao Region),,,,,,,,K,Financial and Insurance Activities
K641,Region XI (Davao Region),Monetary intermediation,1513,3024,1513,3024,0,0,K,Financial and Insurance Activities
K643,Region XI (Davao Region),"Trusts, funds and other financial vehicles",,,,,,,K,Financial and Insurance Activities
K649,Region XI (Davao Region),"Other financial service activities, except insurance and pension funding activities",4276,4991,4276,4991,0,0,K,Financial and Insurance Activities
K651,Region XI (Davao Region),Insurance,186,392,186,392,0,0,K,Financial and Insurance Activities
K661,Region XI (Davao Region),"Activities auxiliary to financial service, except insurance and pension funding",,,,,,,K,Financial and Insurance Activities
K662,Region XI (Davao Region),Activities auxiliary to insurance and pension funding ,83,265,83,265,0,0,K,Financial and Insurance Activities
,Region XII (SOCCSKSARGEN),,,,,,,,K,Financial and Insurance Activities
K641,Region XII (SOCCSKSARGEN),Monetary intermediation,695,1222,695,1222,0,0,K,Financial and Insurance Activities
K643,Region XII (SOCCSKSARGEN),"Trusts, funds and other financial vehicles",,,,,,,K,Financial and Insurance Activities
K649,Region XII (SOCCSKSARGEN),"Other financial service activities, except insurance and pension funding activities",4034,3925,3975,3632,59,293,K,Financial and Insurance Activities
K651,Region XII (SOCCSKSARGEN),Insurance,96,111,96,111,0,0,K,Financial and Insurance Activities
K661,Region XII (SOCCSKSARGEN),"Activities auxiliary to financial service, except insurance and pension funding",,,,,,,K,Financial and Insurance Activities
K662,Region XII (SOCCSKSARGEN),Activities auxiliary to insurance and pension funding ,105,101,105,101,0,0,K,Financial and Insurance Activities
,Region XIII (Caraga),,,,,,,,K,Financial and Insurance Activities
K641,Region XIII (Caraga),Monetary intermediation,762,834,762,834,0,0,K,Financial and Insurance Activities
K642,Region XIII (Caraga),Activities of holding companies,,,,,,,K,Financial and Insurance Activities
K643,Region XIII (Caraga),"Trusts, funds and other financial vehicles",,,,,,,K,Financial and Insurance Activities
K649,Region XIII (Caraga),"Other financial service activities, except insurance and pension funding activities",2108,3271,2108,3271,0,0,K,Financial and Insurance Activities
K651,Region XIII (Caraga),Insurance,28,44,28,44,0,0,K,Financial and Insurance Activities
K653,Region XIII (Caraga),Pension funding,,,,,,,K,Financial and Insurance Activities
K661,Region XIII (Caraga),"Activities auxiliary to financial service, except insurance and pension funding",2,7,2,7,0,0,K,Financial and Insurance Activities
K662,Region XIII (Caraga),Activities auxiliary to insurance and pension funding ,15,11,15,11,0,0,K,Financial and Insurance Activities
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,K,Financial and Insurance Activities
K641,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Monetary intermediation,225,344,225,344,0,0,K,Financial and Insurance Activities
K649,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),"Other financial service activities, except insurance and pension funding activities",1114,1348,1114,1348,0,0,K,Financial and Insurance Activities
K651,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Insurance,17,41,17,41,0,0,K,Financial and Insurance Activities
K662,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Activities auxiliary to insurance and pension funding ,5,8,5,8,0,0,K,Financial and Insurance Activities
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,K,Financial and Insurance Activities
,Philippines,,,,,,,,J,Information and Communication
J581,Philippines,"Publishing of books, periodicals and other publishing activities",3519,2691,3488,2676,31,14,J,Information and Communication
J582,Philippines,Software publishing,1103,856,1103,856,0,0,J,Information and Communication
J591,Philippines,"Motion picture, video and television programme activities",1784,1520,1783,1519,1,1,J,Information and Communication
J592,Philippines,Sound recording and music publishing activities,280,208,280,208,0,0,J,Information and Communication
J601,Philippines,Radio broadcasting,3702,2004,3674,1990,28,15,J,Information and Communication
J602,Philippines,Television programming and broadcasting activities,4938,3146,4931,3144,7,2,J,Information and Communication
J611,Philippines,Wired telecommunications activities,9365,3818,9342,3817,23,1,J,Information and Communication
J612,Philippines,"Wireless telecommunicatio
ns activities",8899,7075,8896,7075,3,0,J,Information and Communication
J613,Philippines,Satellite telecommunications activities,4593,1859,4579,1852,13,7,J,Information and Communication
J619,Philippines,Other telecommunications activities,6157,3231,6121,3189,36,42,J,Information and Communication
J620,Philippines,"Computer programming, consultancy and related activities",50744,34957,50705,34939,39,18,J,Information and Communication
J631,Philippines,"Data processing, hosting and related activities; web portals",5785,6538,5785,6538,0,0,J,Information and Communication
J639,Philippines,Other information service activities,266,292,266,292,0,0,J,Information and Communication
,National Capital Region (NCR),,,,,,,,J,Information and Communication
J581,National Capital Region (NCR),"Publishing of books, periodicals and other publishing activities",2826,2175,2807,2164,19,11,J,Information and Communication
J582,National Capital Region (NCR),Software publishing,1086,847,1086,847,0,0,J,Information and Communication
J591,National Capital Region (NCR),"Motion picture, video and television programme activities",1580,1316,1579,1315,1,1,J,Information and Communication
J592,National Capital Region (NCR),Sound recording and music publishing activities,280,208,280,208,0,0,J,Information and Communication
J601,National Capital Region (NCR),Radio broadcasting,986,740,986,740,0,0,J,Information and Communication
J602,National Capital Region (NCR),Television programming and broadcasting activities,4556,2954,4549,2952,7,2,J,Information and Communication
J611,National Capital Region (NCR),Wired telecommunications activities,8348,3326,8348,3326,0,0,J,Information and Communication
J612,National Capital Region (NCR),"Wireless telecommunicatio
ns activities",8726,6981,8726,6981,0,0,J,Information and Communication
J613,National Capital Region (NCR),Satellite telecommunications activities,762,342,762,342,0,0,J,Information and Communication
J619,National Capital Region (NCR),Other telecommunications activities,4643,2174,4638,2166,5,7,J,Information and Communication
J620,National Capital Region (NCR),"Computer programming, consultancy and related activities",41977,30117,41948,30100,29,17,J,Information and Communication
J631,National Capital Region (NCR),"Data processing, hosting and related activities; web portals",3441,3856,3441,3856,0,0,J,Information and Communication
J639,National Capital Region (NCR),Other information service activities,224,261,224,261,0,0,J,Information and Communication
,Cordillera Administrative Region (CAR),,,,,,,,J,Information and Communication
J581,Cordillera Administrative Region (CAR),"Publishing of books, periodicals and other publishing activities",,,,,,,J,Information and Communication
J591,Cordillera Administrative Region (CAR),"Motion picture, video and television programme activities",,,,,,,J,Information and Communication
J601,Cordillera Administrative Region (CAR),Radio broadcasting,97,44,95,44,2,0,J,Information and Communication
J602,Cordillera Administrative Region (CAR),Television programming and broadcasting activities,,,,,,,J,Information and Communication
J612,Cordillera Administrative Region (CAR),"Wireless telecommunicatio
ns activities",74,18,74,18,0,0,J,Information and Communication
J613,Cordillera Administrative Region (CAR),Satellite telecommunications activities,,,,,,,J,Information and Communication
J619,Cordillera Administrative Region (CAR),Other telecommunications activities,4,21,4,17,0,4,J,Information and Communication
J620,Cordillera Administrative Region (CAR),"Computer programming, consultancy and related activities",168,148,168,148,0,0,J,Information and Communication
J631,Cordillera Administrative Region (CAR),"Data processing, hosting and related activities; web portals",,,,,,,J,Information and Communication
,Region I (Ilocos Region),,,,,,,,J,Information and Communication
J581,Region I (Ilocos Region),"Publishing of books, periodicals and other publishing activities",,,,,,,J,Information and Communication
J591,Region I (Ilocos Region),"Motion picture, video and television programme activities",,,,,,,J,Information and Communication
J601,Region I (Ilocos Region),Radio broadcasting,184,79,184,79,0,0,J,Information and Communication
J602,Region I (Ilocos Region),Television programming and broadcasting activities,58,31,58,31,0,0,J,Information and Communication
J611,Region I (Ilocos Region),Wired telecommunications activities,,,,,,,J,Information and Communication
J613,Region I (Ilocos Region),Satellite telecommunications activities,114,83,114,83,0,0,J,Information and Communication
J619,Region I (Ilocos Region),Other telecommunications activities,269,28,261,26,7,2,J,Information and Communication
J620,Region I (Ilocos Region),"Computer programming, consultancy and related activities",636,83,636,83,0,0,J,Information and Communication
J631,Region I (Ilocos Region),"Data processing, hosting and related activities; web portals",,,,,,,J,Information and Communication
,Region II (Cagayan Valley),,,,,,,,J,Information and Communication
J591,Region II (Cagayan Valley),"Motion picture, video and television programme activities",,,,,,,J,Information and Communication
J601,Region II (Cagayan Valley),Radio broadcasting,93,70,91,67,2,4,J,Information and Communication
J602,Region II (Cagayan Valley),Television programming and broadcasting activities,,,,,,,J,Information and Communication
J611,Region II (Cagayan Valley),Wired telecommunications activities,,,,,,,J,Information and Communication
J612,Region II (Cagayan Valley),"Wireless telecommunicatio
ns activities",,,,,,,J,Information and Communication
J613,Region II (Cagayan Valley),Satellite telecommunications activities,192,65,192,65,0,0,J,Information and Communication
J619,Region II (Cagayan Valley),Other telecommunications activities,,,,,,,J,Information and Communication
J620,Region II (Cagayan Valley),"Computer programming, consultancy and related activities",,,,,,,J,Information and Communication
,Region III (Central Luzon),,,,,,,,J,Information and Communication
J581,Region III (Central Luzon),"Publishing of books, periodicals and other publishing activities",56,35,56,35,0,0,J,Information and Communication
J591,Region III (Central Luzon),"Motion picture, video and television programme activities",24,21,24,21,0,0,J,Information and Communication
J601,Region III (Central Luzon),Radio broadcasting,148,77,148,77,0,0,J,Information and Communication
J612,Region III (Central Luzon),"Wireless telecommunicatio
ns activities",32,19,32,19,0,0,J,Information and Communication
J613,Region III (Central Luzon),Satellite telecommunications activities,318,168,318,166,0,2,J,Information and Communication
J619,Region III (Central Luzon),Other telecommunications activities,124,35,124,35,0,0,J,Information and Communication
J620,Region III (Central Luzon),"Computer programming, consultancy and related activities",413,191,413,191,0,0,J,Information and Communication
J631,Region III (Central Luzon),"Data processing, hosting and related activities; web portals",382,358,382,358,0,0,J,Information and Communication
,Region IV-A (CALABARZON),,,,,,,,J,Information and Communication
J581,Region IV-A (CALABARZON),"Publishing of books, periodicals and other publishing activities",30,12,25,10,5,2,J,Information and Communication
J591,Region IV-A (CALABARZON),"Motion picture, video and television programme activities",59,77,59,77,0,0,J,Information and Communication
J601,Region IV-A (CALABARZON),Radio broadcasting,112,36,112,36,0,0,J,Information and Communication
J602,Region IV-A (CALABARZON),Television programming and broadcasting activities,,,,,,,J,Information and Communication
J611,Region IV-A (CALABARZON),Wired telecommunications activities,169,86,169,86,0,0,J,Information and Communication
J612,Region IV-A (CALABARZON),"Wireless telecommunicatio
ns activities",48,32,48,32,0,0,J,Information and Communication
J613,Region IV-A (CALABARZON),Satellite telecommunications activities,1053,447,1053,447,0,0,J,Information and Communication
J619,Region IV-A (CALABARZON),Other telecommunications activities,808,701,798,691,10,10,J,Information and Communication
J620,Region IV-A (CALABARZON),"Computer programming, consultancy and related activities",213,109,213,109,0,0,J,Information and Communication
J631,Region IV-A (CALABARZON),"Data processing, hosting and related activities; web portals",,,,,,,J,Information and Communication
,MIMAROPA Region,,,,,,,,J,Information and Communication
J601,MIMAROPA Region,Radio broadcasting,35,24,35,24,0,0,J,Information and Communication
J602,MIMAROPA Region,Television programming and broadcasting activities,,,,,,,J,Information and Communication
J611,MIMAROPA Region,Wired telecommunications activities,91,25,70,25,21,0,J,Information and Communication
J613,MIMAROPA Region,Satellite telecommunications activities,157,56,157,56,0,0,J,Information and Communication
J619,MIMAROPA Region,Other telecommunications activities,,,,,,,J,Information and Communication
,Region V (Bicol Region),,,,,,,,J,Information and Communication
J591,Region V (Bicol Region),"Motion picture, video and television programme activities",,,,,,,J,Information and Communication
J601,Region V (Bicol Region),Radio broadcasting,365,176,365,174,0,2,J,Information and Communication
J602,Region V (Bicol Region),Television programming and broadcasting activities,,,,,,,J,Information and Communication
J611,Region V (Bicol Region),Wired telecommunications activities,119,52,117,52,2,0,J,Information and Communication
J613,Region V (Bicol Region),Satellite telecommunications activities,177,62,177,62,0,0,J,Information and Communication
J619,Region V (Bicol Region),Other telecommunications activities,26,57,22,51,3,6,J,Information and Communication
J620,Region V (Bicol Region),"Computer programming, consultancy and related activities",74,45,74,45,0,0,J,Information and Communication
,Region VI (Western Visayas),,,,,,,,J,Information and Communication
J581,Region VI (Western Visayas),"Publishing of books, periodicals and other publishing activities",56,35,56,35,0,0,J,Information and Communication
J591,Region VI (Western Visayas),"Motion picture, video and television programme activities",5,8,5,8,0,0,J,Information and Communication
J601,Region VI (Western Visayas),Radio broadcasting,359,202,355,199,4,3,J,Information and Communication
J602,Region VI (Western Visayas),Television programming and broadcasting activities,57,27,57,27,0,0,J,Information and Communication
J611,Region VI (Western Visayas),Wired telecommunications activities,79,38,79,37,0,1,J,Information and Communication
J612,Region VI (Western Visayas),"Wireless telecommunicatio
ns activities",,,,,,,J,Information and Communication
J613,Region VI (Western Visayas),Satellite telecommunications activities,480,160,475,156,5,4,J,Information and Communication
J619,Region VI (Western Visayas),Other telecommunications activities,17,14,15,14,2,0,J,Information and Communication
J620,Region VI (Western Visayas),"Computer programming, consultancy and related activities",86,73,86,73,0,0,J,Information and Communication
,Region VII (Central Visayas),,,,,,,,J,Information and Communication
J581,Region VII (Central Visayas),"Publishing of books, periodicals and other publishing activities",436,349,436,349,0,0,J,Information and Communication
J582,Region VII (Central Visayas),Software publishing,17,9,17,9,0,0,J,Information and Communication
J591,Region VII (Central Visayas),"Motion picture, video and television programme activities",31,26,31,26,0,0,J,Information and Communication
J601,Region VII (Central Visayas),Radio broadcasting,453,166,453,166,0,0,J,Information and Communication
J602,Region VII (Central Visayas),Television programming and broadcasting activities,,,,,,,J,Information and Communication
J611,Region VII (Central Visayas),Wired telecommunications activities,,,,,,,J,Information and Communication
J613,Region VII (Central Visayas),Satellite telecommunications activities,335,143,335,143,0,0,J,Information and Communication
J619,Region VII (Central Visayas),Other telecommunications activities,67,34,67,34,0,0,J,Information and Communication
J620,Region VII (Central Visayas),"Computer programming, consultancy and related activities",6777,3853,6777,3853,0,0,J,Information and Communication
J631,Region VII (Central Visayas),"Data processing, hosting and related activities; web portals",469,620,469,620,0,0,J,Information and Communication
J639,Region VII (Central Visayas),Other information service activities,42,31,42,31,0,0,J,Information and Communication
,Region VIII (Eastern Visayas),,,,,,,,J,Information and Communication
J581,Region VIII (Eastern Visayas),"Publishing of books, periodicals and other publishing activities",5,5,4,5,1,0,J,Information and Communication
J591,Region VIII (Eastern Visayas),"Motion picture, video and television programme activities",,,,,,,J,Information and Communication
