2009 PSIC Code,Region Description,Job Subsector,Total Male,Total Female,Paid Male,Paid Female,Unpaid Male,Unpaid Female,Section Letter,Job Sector
M749,Philippines,"Other professional, scientific and technical activities, n.e.c.",976,520,972,519,4,1,M,"Professional, Scientific and Technical Activities"
M750,Philippines,Veterinary activities,1864,1661,1834,1618,30,43,M,"Professional, Scientific and Technical Activities"
,National Capital Region (NCR),,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,National Capital Region (NCR),Legal activities,3323,3873,3285,3855,38,18,M,"Professional, Scientific and Technical Activities"
M692,National Capital Region (NCR),"Accounting, bookkeeping and auditing activities; tax consultancy",6875,12211,6874,12200,1,11,M,"Professional, Scientific and Technical Activities"
M701,National Capital Region (NCR),Activities of head offices,11249,11191,11221,11182,28,9,M,"Professional, Scientific and Technical Activities"
M702,National Capital Region (NCR),Management consultancy activities,,,,,,,M,"Professional, Scientific and Technical Activities"
M711,National Capital Region (NCR),Architectural and engineering activities and related technical consultancy,15800,10337,15791,10320,9,17,M,"Professional, Scientific and Technical Activities"
M712,National Capital Region (NCR),Technical testing and analysis,2271,1053,2271,1053,0,0,M,"Professional, Scientific and Technical Activities"
M721,National Capital Region (NCR),Research and experimental development on natural sciences and engineering,1757,1860,1754,1860,4,0,M,"Professional, Scientific and Technical Activities"
M722,National Capital Region (NCR),Research and experimental development on social sciences and humanities,1162,1838,1162,1838,0,0,M,"Professional, Scientific and Technical Activities"
M723,National Capital Region (NCR),Research and experimental development in information technology,,,,,,,M,"Professional, Scientific and Technical Activities"
M731,National Capital Region (NCR),Advertising,4068,3077,4068,3077,0,0,M,"Professional, Scientific and Technical Activities"
M732,National Capital Region (NCR),Market research and public opinion polling,522,763,522,763,0,0,M,"Professional, Scientific and Technical Activities"
M741,National Capital Region (NCR),Specialized design activities,167,281,167,281,0,0,M,"Professional, Scientific and Technical Activities"
M742,National Capital Region (NCR),Photographic activities,697,515,693,515,4,0,M,"Professional, Scientific and Technical Activities"
M749,National Capital Region (NCR),"Other professional, scientific and technical activities, n.e.c.",511,410,511,410,0,0,M,"Professional, Scientific and Technical Activities"
M750,National Capital Region (NCR),Veterinary activities,720,642,719,639,1,3,M,"Professional, Scientific and Technical Activities"
,Cordillera Administrative Region (CAR),,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,Cordillera Administrative Region (CAR),Legal activities,0,33,0,25,0,8,M,"Professional, Scientific and Technical Activities"
M692,Cordillera Administrative Region (CAR),"Accounting, bookkeeping and auditing activities; tax consultancy",13,39,13,34,0,5,M,"Professional, Scientific and Technical Activities"
M702,Cordillera Administrative Region (CAR),Management consultancy activities,16,19,15,19,1,0,M,"Professional, Scientific and Technical Activities"
M711,Cordillera Administrative Region (CAR),Architectural and engineering activities and related technical consultancy,87,75,87,75,0,0,M,"Professional, Scientific and Technical Activities"
M712,Cordillera Administrative Region (CAR),Technical testing and analysis,16,10,15,9,1,1,M,"Professional, Scientific and Technical Activities"
M722,Cordillera Administrative Region (CAR),Research and experimental development on social sciences and humanities,,,,,,,M,"Professional, Scientific and Technical Activities"
M731,Cordillera Administrative Region (CAR),Advertising,,,,,,,M,"Professional, Scientific and Technical Activities"
M742,Cordillera Administrative Region (CAR),Photographic activities,30,15,24,4,6,11,M,"Professional, Scientific and Technical Activities"
M749,Cordillera Administrative Region (CAR),"Other professional, scientific and technical activities, n.e.c.",,,,,,,M,"Professional, Scientific and Technical Activities"
M750,Cordillera Administrative Region (CAR),Veterinary activities,35,43,30,43,4,0,M,"Professional, Scientific and Technical Activities"
,Region I (Ilocos Region),,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,Region I (Ilocos Region),Legal activities,40,40,40,40,0,0,M,"Professional, Scientific and Technical Activities"
M692,Region I (Ilocos Region),"Accounting, bookkeeping and auditing activities; tax consultancy",39,58,38,55,1,3,M,"Professional, Scientific and Technical Activities"
M702,Region I (Ilocos Region),Management consultancy activities,116,140,116,140,0,0,M,"Professional, Scientific and Technical Activities"
M711,Region I (Ilocos Region),Architectural and engineering activities and related technical consultancy,114,73,114,73,0,0,M,"Professional, Scientific and Technical Activities"
M712,Region I (Ilocos Region),Technical testing and analysis,83,58,79,53,4,5,M,"Professional, Scientific and Technical Activities"
M731,Region I (Ilocos Region),Advertising,11,3,11,3,0,0,M,"Professional, Scientific and Technical Activities"
M742,Region I (Ilocos Region),Photographic activities,76,96,75,93,1,3,M,"Professional, Scientific and Technical Activities"
M750,Region I (Ilocos Region),Veterinary activities,55,49,55,49,0,0,M,"Professional, Scientific and Technical Activities"
,Region II (Cagayan Valley),,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,Region II (Cagayan Valley),Legal activities,26,10,15,10,10,0,M,"Professional, Scientific and Technical Activities"
M692,Region II (Cagayan Valley),"Accounting, bookkeeping and auditing activities; tax consultancy",8,4,8,4,0,0,M,"Professional, Scientific and Technical Activities"
M712,Region II (Cagayan Valley),Technical testing and analysis,54,23,54,23,0,0,M,"Professional, Scientific and Technical Activities"
M731,Region II (Cagayan Valley),Advertising,14,3,12,2,2,2,M,"Professional, Scientific and Technical Activities"
M742,Region II (Cagayan Valley),Photographic activities,32,64,26,58,6,6,M,"Professional, Scientific and Technical Activities"
M750,Region II (Cagayan Valley),Veterinary activities,39,33,39,26,0,7,M,"Professional, Scientific and Technical Activities"
,Region III (Central Luzon),,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,Region III (Central Luzon),Legal activities,47,143,38,134,9,9,M,"Professional, Scientific and Technical Activities"
M692,Region III (Central Luzon),"Accounting, bookkeeping and auditing activities; tax consultancy",88,241,82,241,6,0,M,"Professional, Scientific and Technical Activities"
M702,Region III (Central Luzon),Management consultancy activities,68,68,68,68,0,0,M,"Professional, Scientific and Technical Activities"
M711,Region III (Central Luzon),Architectural and engineering activities and related technical consultancy,612,328,612,321,0,6,M,"Professional, Scientific and Technical Activities"
M712,Region III (Central Luzon),Technical testing and analysis,229,80,228,79,1,1,M,"Professional, Scientific and Technical Activities"
M721,Region III (Central Luzon),Research and experimental development on natural sciences and engineering,114,82,114,82,0,0,M,"Professional, Scientific and Technical Activities"
M731,Region III (Central Luzon),Advertising,231,151,229,149,2,2,M,"Professional, Scientific and Technical Activities"
M741,Region III (Central Luzon),Specialized design activities,,,,,,,M,"Professional, Scientific and Technical Activities"
M742,Region III (Central Luzon),Photographic activities,125,215,119,215,6,0,M,"Professional, Scientific and Technical Activities"
M749,Region III (Central Luzon),"Other professional, scientific and technical activities, n.e.c.",,,,,,,M,"Professional, Scientific and Technical Activities"
M750,Region III (Central Luzon),Veterinary activities,243,184,243,184,0,0,M,"Professional, Scientific and Technical Activities"
,Region IV-A (CALABARZON),,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,Region IV-A (CALABARZON),Legal activities,76,144,65,121,11,23,M,"Professional, Scientific and Technical Activities"
M692,Region IV-A (CALABARZON),"Accounting, bookkeeping and auditing activities; tax consultancy",240,450,240,450,0,0,M,"Professional, Scientific and Technical Activities"
M701,Region IV-A (CALABARZON),Activities of head offices,,,,,,,M,"Professional, Scientific and Technical Activities"
M702,Region IV-A (CALABARZON),Management consultancy activities,147,244,147,244,0,0,M,"Professional, Scientific and Technical Activities"
M711,Region IV-A (CALABARZON),Architectural and engineering activities and related technical consultancy,3242,3536,3242,3536,0,0,M,"Professional, Scientific and Technical Activities"
M712,Region IV-A (CALABARZON),Technical testing and analysis,1682,1492,1682,1492,0,0,M,"Professional, Scientific and Technical Activities"
M721,Region IV-A (CALABARZON),Research and experimental development on natural sciences and engineering,804,684,804,684,0,0,M,"Professional, Scientific and Technical Activities"
M731,Region IV-A (CALABARZON),Advertising,1023,823,1015,815,8,8,M,"Professional, Scientific and Technical Activities"
M732,Region IV-A (CALABARZON),Market research and public opinion polling,,,,,,,M,"Professional, Scientific and Technical Activities"
M741,Region IV-A (CALABARZON),Specialized design activities,11,11,11,11,0,0,M,"Professional, Scientific and Technical Activities"
M742,Region IV-A (CALABARZON),Photographic activities,230,340,230,340,0,0,M,"Professional, Scientific and Technical Activities"
M749,Region IV-A (CALABARZON),"Other professional, scientific and technical activities, n.e.c.",256,26,252,26,4,0,M,"Professional, Scientific and Technical Activities"
M750,Region IV-A (CALABARZON),Veterinary activities,331,314,327,288,4,26,M,"Professional, Scientific and Technical Activities"
,MIMAROPA Region,,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,MIMAROPA Region,Legal activities,14,24,14,24,0,0,M,"Professional, Scientific and Technical Activities"
M692,MIMAROPA Region,"Accounting, bookkeeping and auditing activities; tax consultancy",25,51,22,48,3,3,M,"Professional, Scientific and Technical Activities"
M702,MIMAROPA Region,Management consultancy activities,,,,,,,M,"Professional, Scientific and Technical Activities"
M711,MIMAROPA Region,Architectural and engineering activities and related technical consultancy,21,17,21,17,0,0,M,"Professional, Scientific and Technical Activities"
M712,MIMAROPA Region,Technical testing and analysis,36,22,36,22,0,0,M,"Professional, Scientific and Technical Activities"
M742,MIMAROPA Region,Photographic activities,12,55,2,55,10,0,M,"Professional, Scientific and Technical Activities"
M750,MIMAROPA Region,Veterinary activities,,,,,,,M,"Professional, Scientific and Technical Activities"
,Region V (Bicol Region),,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,Region V (Bicol Region),Legal activities,16,68,16,68,0,0,M,"Professional, Scientific and Technical Activities"
M692,Region V (Bicol Region),"Accounting, bookkeeping and auditing activities; tax consultancy",12,21,10,20,1,1,M,"Professional, Scientific and Technical Activities"
M702,Region V (Bicol Region),Management consultancy activities,,,,,,,M,"Professional, Scientific and Technical Activities"
M711,Region V (Bicol Region),Architectural and engineering activities and related technical consultancy,41,15,40,14,1,1,M,"Professional, Scientific and Technical Activities"
M712,Region V (Bicol Region),Technical testing and analysis,96,30,96,30,0,0,M,"Professional, Scientific and Technical Activities"
M731,Region V (Bicol Region),Advertising,54,22,53,21,1,1,M,"Professional, Scientific and Technical Activities"
M742,Region V (Bicol Region),Photographic activities,31,47,31,47,0,0,M,"Professional, Scientific and Technical Activities"
M749,Region V (Bicol Region),"Other professional, scientific and technical activities, n.e.c.",,,,,,,M,"Professional, Scientific and Technical Activities"
M750,Region V (Bicol Region),Veterinary activities,22,11,22,11,0,0,M,"Professional, Scientific and Technical Activities"
,Region VI (Western Visayas),,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,Region VI (Western Visayas),Legal activities,69,109,64,99,5,10,M,"Professional, Scientific and Technical Activities"
M692,Region VI (Western Visayas),"Accounting, bookkeeping and auditing activities; tax consultancy",97,431,97,431,0,0,M,"Professional, Scientific and Technical Activities"
M702,Region VI (Western Visayas),Management consultancy activities,41,40,41,40,0,0,M,"Professional, Scientific and Technical Activities"
M711,Region VI (Western Visayas),Architectural and engineering activities and related technical consultancy,188,67,185,64,3,3,M,"Professional, Scientific and Technical Activities"
M712,Region VI (Western Visayas),Technical testing and analysis,37,22,37,22,0,0,M,"Professional, Scientific and Technical Activities"
M721,Region VI (Western Visayas),Research and experimental development on natural sciences and engineering,,,,,,,M,"Professional, Scientific and Technical Activities"
M731,Region VI (Western Visayas),Advertising,75,31,75,31,0,0,M,"Professional, Scientific and Technical Activities"
M732,Region VI (Western Visayas),Market research and public opinion polling,,,,,,,M,"Professional, Scientific and Technical Activities"
