,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,Priority Sector (Y/N)_x,Priority Sector,passers_2023_agg,examinees_2023_agg,passers_2024_agg,examinees_2024_agg,AIOE,Complementarity,C-AIOE,Classification
230,Construction Laborer,Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Not Higher Education,No,No,Y,Tourism,,,,,-1.15238606969144,0.6467751736111111,-0.8084658503422513,Protected
231,Construction Lift Passenger/ Material Elevator Operator,Construction,Construction of utility projects,Not Higher Education,No,No,Y,Tourism,,,,,-0.9871245285050874,0.6422222222222221,-0.697019597627759,Protected
232,Construction Painter,Construction,Building completion and finishing,Not Higher Education,No,No,N,N,,,,,-1.732568629121242,0.5416666666666666,-1.3976053608244687,Isolated
233,Construction Scheduler,Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,No,Yes,Y,Tourism,,,,,0.6023994322858968,0.7419444444444444,0.3652883224111424,Augmented
234,Construction Site Assistant (Foreman),Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,No,Yes,Y,Tourism,,,,,0.6023994322858968,0.7419444444444444,0.3652883224111424,Augmented
235,Construction Site Technician,Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,No,Yes,Y,Tourism,,,,,1.303068832130924,0.6426851851851851,0.9195081083027568,Augmented
236,Consular Affairs Associate,Public Administration and Defense; Compulsory Social Security,Foreign affairs,Higher Education,No,Yes,N,N,,,,,-0.7219361463874624,0.6970833333333334,-0.4701609153348349,Protected
237,Consumer Electronics Assembler,Manufacturing,Manufacture of consumer electronics,Not Higher Education,No,No,Y,Advanced Manufacturing,,,,,-0.6501212176431842,0.5002777777777777,-0.5513389104068449,Isolated
238,Contact Center (Call Center) Agent,Administrative and Support Service Activities,Call centers and other related activities,Not Higher Education,No,No,Y,Financial Services,,,,,1.0117367283079466,0.4713888888888888,0.8872369031300521,Displaced
239,Container Stacker Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,N,N,,,,,-0.9871245285050874,0.6422222222222221,-0.697019597627759,Protected
240,Content Editor,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,N,N,,,,,1.1083010062005718,0.6130555555555556,0.8149091009480316,Augmented
241,Content Writer,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,N,N,,,,,0.7743766257616718,0.5294444444444445,0.6341284146515023,Displaced
242,Control Systems Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,Yes,No,N,N,1218.0,3945.0,1655.0,3058.0,0.2307035718843949,0.6161111111111112,0.1689262820797958,Augmented
243,Cook,Accommodation and Food Service Activities,Event catering and other food service activities,Not Higher Education,No,No,N,N,,,,,-0.6267809371496645,0.5396732026143791,-0.5068527545675964,Isolated
244,Cook (Healthcare Facility),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,Y,Health,,,,,-0.6267809371496645,0.5396732026143791,-0.5068527545675964,Isolated
245,Cooling Systems Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,No,Yes,N,N,,,,,0.2307035718843949,0.6161111111111112,0.1689262820797958,Augmented
246,Co-op Administrative Support,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,Y,Financial Services,,,,,1.0117367283079466,0.5203728070175438,0.8376780740628624,Displaced
247,Cooperative Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,Y,Financial Services,,,,,1.0600457450196432,0.5005555555555555,0.8986832260555421,Displaced
248,Cooperative Development Officer,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,No,No,N,N,,,,,1.1966462559768865,0.6319444444444445,0.8572640817123306,Augmented
249,Corporate Auditor,Financial and Insurance Activities,Activities of holding companies,Higher Education,Yes,No,Y,Financial Services,2740.0,8734.0,3058.0,10136.0,1.3620743346972182,0.4541666666666666,1.2179214676084291,Displaced
