,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,Priority Sector (Y/N)_x,Priority Sector,passers_2023_agg,examinees_2023_agg,passers_2024_agg,examinees_2024_agg,AIOE,Complementarity,C-AIOE,Classification
1007,Solar Night Light And Post Lamp Assembler,Manufacturing,Manufacture of electric lighting equipment,Not Higher Education,No,No,Y,Advanced Manufacturing,,,,,-0.6501212176431842,0.5002777777777777,-0.5513389104068449,Isolated
1008,Sonar Fishing Operator,"Agriculture, Forestry, and Fishing",Fishing,Not Higher Education,No,No,N,N,,,,,-1.3653770485609695,0.6044444444444445,-1.01568881556841,Protected
1009,Sonar Technician,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,N,N,,,,,0.733024170282144,0.5569264403292181,0.580120381099911,Displaced
1010,Sound Technician,Information and Communication,Sound recording and music publishing activities,Higher Education,No,Yes,N,N,,,,,0.733024170282144,0.5569264403292181,0.580120381099911,Displaced
1011,Specialized Carpenter,Construction,Construction of buildings,Not Higher Education,No,No,Y,Tourism,,,,,-1.1755193089724034,0.6755555555555556,-0.7908632684253225,Protected
1012,SPED Teacher,Education,Other education services,Higher Education,Yes,No,N,N,77777.0,146562.0,68900.0,129928.0,-0.6104688928723081,0.7791666666666668,-0.3474585448598219,Protected
1013,SPED Teacher (Primary),Education,Pre-primary education,Higher Education,Yes,No,N,N,77777.0,146562.0,68900.0,129928.0,-0.6104688928723081,0.7791666666666668,-0.3474585448598219,Protected
1014,SPED Teacher (Secondary),Education,Secondary/high school education,Higher Education,Yes,No,N,N,77777.0,146562.0,68900.0,129928.0,-0.6104688928723081,0.7791666666666668,-0.3474585448598219,Protected
1015,Speech Therapy Aide,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,Y,Health,4083.0,6456.0,3845.0,6600.0,0.7001210177816167,0.695,0.4574123982839896,Augmented
1016,Speed Limitation Device Installer,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,N,N,,,,,-1.0922437980466209,0.6463888888888889,-0.7666944660177253,Protected
1017,Sports Coach,Education,Other education services,Higher Education,Yes,No,N,N,77777.0,146562.0,68900.0,129928.0,0.1022346308216465,0.7144444444444443,0.0648053965374992,Augmented
1018,Sports Events Assistant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,N,N,,,,,0.3580352965169154,0.6833333333333332,0.2380934721837488,Augmented
1019,Sports Program Assistant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,N,N,,,,,-2.032514091161482,0.6602777777777779,-1.3984826121686085,Protected
1020,Spotters,Construction,Other specialized construction activities,Not Higher Education,No,No,Y,Tourism,,,,,-1.15238606969144,0.6467751736111111,-0.8084658503422513,Protected
1021,Stage Performer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,N,N,,,,,0.1441760056865995,0.5872222222222222,0.1097339598836896,Displaced
1022,Stamping Machine Operators,Construction,Construction of buildings,Higher Education,Yes,No,Y,Tourism,2133.0,4237.0,1144.0,3485.0,-0.8341351787751918,0.5330229377104376,-0.6800790826101766,Isolated
1023,Startup Operations Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,N,N,,,,,1.390653349799162,0.6652777777777777,0.9498934964322612,Augmented
1024,Startup Program Intern,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,Y,Financial Services,,,,,1.390653349799162,0.6652777777777777,0.9498934964322612,Augmented
1025,Statistical Assistant,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,Yes,Y,Financial Services,,,,,1.2970972393926237,0.538611111111111,1.0502884591193051,Displaced
1026,Steelman,Construction,Construction of buildings,Not Higher Education,No,No,Y,Tourism,,,,,-1.1411657620028337,0.5663888888888888,-0.892328227788327,Isolated
1027,Store Display Assistant,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale of cultural and recreation goods in specialized stores,Higher Education,No,Yes,N,N,,,,,0.1089211280002534,0.5322222222222223,0.0888917427957623,Displaced
1028,Store Keeper,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized stores,Not Higher Education,No,No,N,N,,,,,1.0159515689880594,0.7358333333333333,0.6222703360051864,Augmented
1029,Store Supervisor Trainee,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized and specialized stores,Higher Education,No,No,N,N,,,,,0.005064176078184,0.5905555555555555,0.0038375200948016,Displaced
1030,Storyboard Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,N,N,,,,,0.9134893505999866,0.5563888888888889,0.7234328162668228,Displaced
1031,Strategic Communications Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,N,N,,,,,1.2230614224333591,0.6141666666666666,0.8979309276364913,Augmented
1032,Strategic Communications Specialist,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,N,N,,,,,1.2355878663736692,0.5585861823361823,0.975801997275254,Displaced
1033,Structural Design Technician,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,N,N,2924.0,4784.0,2094.0,3370.0,1.303068832130924,0.6426851851851851,0.9195081083027568,Augmented
1034,Structural Steel Erector,Construction,Construction of buildings,Not Higher Education,No,No,Y,Tourism,,,,,-1.1411657620028337,0.5663888888888888,-0.892328227788327,Isolated
1035,Sugarcane Field Technician,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,N,N,,,,,1.1962758695210862,0.6164937943262411,0.8754819808756202,Augmented
1036,Sugarcane Planter,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,N,N,,,,,-0.9694564085988252,0.5850000000000001,-0.7400183918971032,Isolated
1037,Supply Chain Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,Y,Health,,,,,-0.1990509675516624,0.5297222222222222,-0.1629453337152081,Isolated
1038,Supply Chain Specialist,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,N,N,,,,,-0.4471441743981977,0.688888888888889,-0.2948667416725892,Protected
1039,Surf Instructor,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,N,N,,,,,-2.032514091161482,0.6602777777777779,-1.3984826121686085,Protected
1040,Surveillance Officer (CCTV Operation),Administrative and Support Service Activities,Security systems service activities,Higher Education,No,No,Y,Financial Services,,,,,0.733024170282144,0.5569264403292181,0.580120381099911,Displaced
1041,Surveying Technician,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,N,N,6180.0,18582.0,6835.0,18436.0,0.3600520511318562,0.6393055555555555,0.2552869056983508,Augmented
1042,Sustainability Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,N,N,,,,,1.121407837793284,0.6320138888888889,0.8032862393637309,Augmented
1043,Swine Artificial Insemination Technician,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,N,N,,,,,-0.8265822627679962,0.5972222222222222,-0.6208551218124061,Protected
1044,Swine Raiser/Farmer,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,N,N,,,,,-1.1166346396376288,0.5847222222222223,-0.8526746178788449,Isolated
1045,System Formworks Installer,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,Y,Tourism,,,,,-0.9916104341060964,0.6286111111111111,-0.7136840652135822,Protected
1046,Systems Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,Y,Financial Services,2740.0,8734.0,3058.0,10136.0,1.3620743346972182,0.4541666666666666,1.2179214676084291,Displaced
1047,Tailor,Manufacturing,Custom tailoring and dressmaking,Not Higher Education,No,No,N,N,,,,,-0.5547315587881533,0.5277777777777778,-0.4551880624056124,Isolated
1048,Talent Acquisition and Development Officer (Healthcare),Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,Y,Health,,,,,1.1966462559768865,0.6319444444444445,0.8572640817123306,Augmented
1049,Talent Acquisition Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,Y,Financial Services,,,,,1.4540568100648037,0.605625,1.0799401099752135,Augmented
1050,Talent Attraction and Management Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,Y,Financial Services,,,,,1.390653349799162,0.6652777777777777,0.9498934964322612,Augmented
1051,Talent Management Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,Y,Financial Services,,,,,1.390653349799162,0.6652777777777777,0.9498934964322612,Augmented
1052,Tappers,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,N,N,,,,,-1.153152853548008,0.4963888888888889,-0.9824221671754836,Isolated
1053,Taro Processor,Manufacturing,Processing and preserving of fruits and vegetables,Not Higher Education,No,No,N,N,,,,,-0.9694564085988252,0.5850000000000001,-0.7400183918971032,Isolated
1054,Tax Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,Y,Financial Services,2740.0,8734.0,3058.0,10136.0,1.3620743346972182,0.4541666666666666,1.2179214676084291,Displaced
1055,Taxi Drivers,Transportation and Storage,Other land transport,Not Higher Education,No,No,N,N,,,,,-0.7138985758488017,0.6217877492877494,-0.5186798577393783,Protected
1056,Technical Communicator,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,N,N,,,,,0.7743766257616718,0.5294444444444445,0.6341284146515023,Displaced
1057,Technical Project Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,Y,Digital Technology,,,,,1.2355878663736692,0.5585861823361823,0.975801997275254,Displaced
1058,Technical Support Specialist,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,Y,Digital Technology,,,,,1.2355878663736692,0.5574537037037037,0.9772012741324718,Displaced
1059,Technology Operations Assistant,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,Yes,Y,Digital Technology,,,,,1.2355878663736692,0.5585861823361823,0.975801997275254,Displaced
1060,Telecommunications Engineer,Information and Communication,Wired telecommunications activities,Higher Education,No,No,N,N,,,,,0.6853776260103156,0.5906944444444444,0.51926874303976,Displaced
1061,Telediagnostic Technician,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,Y,Health,,,,,-0.1207078752623671,0.6288888888888889,-0.086842610258203,Protected
1062,Telephone And Broadband Technician,Information and Communication,Wired telecommunications activities,Not Higher Education,No,No,N,N,,,,,0.2307035718843949,0.6161111111111112,0.1689262820797958,Augmented
1063,Television Producer Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,N,N,,,,,1.1083010062005718,0.6130555555555556,0.8149091009480316,Augmented
1064,Tender Planning & Estimating Staff (Construction),Construction,Construction of buildings,Not Higher Education,No,No,Y,Tourism,,,,,1.390653349799162,0.6652777777777777,0.9498934964322612,Augmented
1065,Terminologist,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,N,N,,,,,1.0640015601650763,0.6288888888888889,0.7654900113409855,Augmented
1066,Ticket Issuing / Travel Clerk (Transportation and Storage),Transportation and Storage,"Transport via railways, Transport via buses, Other land transport, Inland water transport",Higher Education,No,Yes,N,N,,,,,0.2121430815192957,0.5544444444444444,0.1684180352728186,Displaced
1067,Ticketing and Reservations Agent,Accommodation and Food Service Activities,"Travel agency, tour operator and other reservation service and related activities",Higher Education,No,No,N,N,,,,,0.2121430815192957,0.5544444444444444,0.1684180352728186,Displaced
1068,TIG Plate Welder (Carbon Steel),Construction,Other specialized construction activities,Not Higher Education,No,No,Y,Tourism,,,,,-0.9644465077543026,0.5352777777777777,-0.78414859116579,Isolated
