Qualification Code,Qualification Title,Competency Type,Unit Code,Unit Title
ELCICS323,Instrumentation and Control Servicing NC III,BASIC,400311321,Apply critical thinking and problem solving techniques in the workplace
ELCICS323,Instrumentation and Control Servicing NC III,BASIC,400311320,Lead small teams
ELCICS323,Instrumentation and Control Servicing NC III,BASIC,400311319,Lead in workplace communication
ELCICS323,Instrumentation and Control Servicing NC III,BASIC,400311327,Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMEs)
ELCICS323,Instrumentation and Control Servicing NC III,COMMON,ELC311205,Use hand tools
ELCICS323,Instrumentation and Control Servicing NC III,COMMON,ELC311203,Perform computer operations
ELCICS323,Instrumentation and Control Servicing NC III,COMMON,ELC311201,Perform mensuration and calculation
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),BASIC,500311112,Solve problems related to work activities
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),BASIC,500311109,Lead workplace communication
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),BASIC,500311110,Lead small teams
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),BASIC,500311111,Develop and practice negotiation skills
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),BASIC,500311113,Use mathematical concepts and techniques
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),BASIC,500311114,Use relevant technologies
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),CORE,ELC724305,Maintain and repair instrumentation and control devices
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),CORE,ELC724304,Loop check instrumentation and control devices
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),COMMON,ELC724202,Terminate and connect electrical wiring and electronic circuits
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),COMMON,ELC315202,Apply quality standards
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),COMMON,ELC724201,Use hand tools
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),COMMON,ELC311202,Prepare and interpret technical drawing
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),COMMON,ELC311201,Perform mensuration and calculation
ELCICS306,Instrumentation and Control Servicing NC III (Superseded),COMMON,ELC311203,Perform computer operations
ELCICS423,Instrumentation and Control Servicing NC IV,BASIC,500311408,"Lead towards improvement of environmental work programs, policies and procedures"
ELCICS423,Instrumentation and Control Servicing NC IV,BASIC,500311406,Manage and evaluate usage of information
ELCICS423,Instrumentation and Control Servicing NC IV,COMMON,ELC311206,Terminate and connect electrical wiring and electronic circuits
ELCICS423,Instrumentation and Control Servicing NC IV,COMMON,ELC311203,Perform computer operations
ELCICS423,Instrumentation and Control Servicing NC IV,COMMON,ELC311204,Apply quality standards
ELCICS423,Instrumentation and Control Servicing NC IV,COMMON,ELC311202,Prepare and interpret technical drawing
ELCICS423,Instrumentation and Control Servicing NC IV,COMMON,ELC311201,Perform mensuration and calculation
ELCICS423,Instrumentation and Control Servicing NC IV,COMMON,ELC311205,Use hand tools
ELCICS423,Instrumentation and Control Servicing NC IV,BASIC,500311409,Sustain entrepreneurial skills
ELCICS423,Instrumentation and Control Servicing NC IV,COMMON,ELC311209,Test electronic components
ELCICS423,Instrumentation and Control Servicing NC IV,BASIC,500311407,"Lead in improvement of occupational safety and health (OSH) programs, policies and procedures"
ELCICS423,Instrumentation and Control Servicing NC IV,BASIC,500311401,Utilize specialized communication skill
ELCICS423,Instrumentation and Control Servicing NC IV,BASIC,500311402,Develop and lead teams
ELCICS423,Instrumentation and Control Servicing NC IV,BASIC,500311403,Perform higher-order thinking processes and apply techniques in the workplace
ELCICS423,Instrumentation and Control Servicing NC IV,BASIC,500311404,Contribute to the practice of social justice in the workplace
ELCICS423,Instrumentation and Control Servicing NC IV,CORE,ELC311317,Loop check instrumentation and control devices
ELCICS423,Instrumentation and Control Servicing NC IV,CORE,ELC311318,Commission and start-up instrumentation & control loops and systems
ELCICS423,Instrumentation and Control Servicing NC IV,BASIC,500311405,Manage innovative work instructions
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),COMMON,ELC311201,Perform mensuration and calculation
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),BASIC,500311115,Utilize specialized communication skills
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),BASIC,500311116,Develop teams and individuals
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),BASIC,500311117,Apply problem solving techniques in the workplace
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),BASIC,500311118,"Collect, analyze and organize information"
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),BASIC,500311119,Plan and organize work
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),BASIC,500311120,Promote environmental protection
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),COMMON,ELC311202,Prepare and interpret technical drawing
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),COMMON,ELC315202,Apply quality standards
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),COMMON,ELC311203,Perform computer operations
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),COMMON,ELC724202,Terminate and connect electrical wiring and electronic circuits
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),CORE,ELC724306,Start-up and commissioning instrumentation & control systems
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),CORE,ELC724307,Diagnose and troubleshoot instrumentation & control systems
ELCICS406,Instrumentation and Control Servicing NC IV (Superseded),COMMON,ELC724201,Use hand tools
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,CORE,DCJ731301,Fabricate basic jewelry components
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,BASIC,500311106,Work in team environment
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,BASIC,500311107,Practice career professionalism
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,BASIC,500311108,Practice occupational health and safety procedures
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,COMMON,CON311201,"Observe procedures, specifications and manuals of instructions"
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,COMMON,CON311203,Perform mensurations and calculations
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,COMMON,HCS311202,Manage own performance
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,COMMON,ICT311202,Apply quality standards
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,BASIC,500311105,Participate in workplace communication
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,COMMON,HCS311204,Apply basic first aid
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,CORE,DCJ731304,Perform rubber mold making
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,CORE,DCJ731303,Plate jewelry
DCRJMF210,Jewelry Making (Fine Jewelry) NC II,CORE,DCJ731302,Polish jewelry
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,BASIC,500311110,Lead small teams
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,BASIC,500311109,Lead workplace communication
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,BASIC,500311111,Develop and practice negotiation skills
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,BASIC,500311112,Solve problems related to work activities
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,BASIC,500311113,Use mathematical concepts and techniques
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,BASIC,500311114,Use relevant technologies
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,COMMON,CON311201,"Observe procedures, specifications and manuals of instructions"
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,COMMON,CON311203,Perform mensurations and calculations
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,COMMON,HCS515202,Manage own performance
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,COMMON,ICT315202,Apply quality standards
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,CORE,DCJ731305,Fabricate multi-parts jewelry
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,CORE,DCJ731306,Fabricate complex and intricately designed jewelry
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,CORE,DCJ731307,Perform stone setting activities
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,CORE,DCJ731308,Perform jewelry metal casting
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,CORE,DCJ731309,Produce jewelry wax model
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,CORE,DCJ731310,Engrave jewelry
DCRJMF310,Jewelry Making (Fine Jewelry) NC III,COMMON,HCS323204,Maintain high standard of patient services
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,CORE,ALT315306,Perform precision mechanical measurement
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,BASIC,500311105,Participate in workplace communication
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,BASIC,500311106,Work in team environment
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,BASIC,500311107,Practice career professionalism
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,BASIC,500311108,Practice occupational health and safety procedures
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,COMMON,ALT742201,"Read, interpret and apply engineering drawings"
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,COMMON,ALT311202,Perform mensuration and calculation
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,COMMON,ALT723205,Perform shop maintenance
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,CORE,ALT315307,Calibrate measuring equipment
ALTLMC208,Laboratory and Metrology/Calibration Services NC II,CORE,ALT315305,Perform engineering measurement
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,BASIC,500311109,Lead workplace communication
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,BASIC,500311111,Develop and practice negotiation skills
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,BASIC,500311112,Solve problems related to work activities
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,BASIC,500311113,Use mathematical concepts and techniques
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,BASIC,500311114,Use relevant technologies
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,COMMON,ALT742201,"Read, interpret and apply engineering drawings"
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,COMMON,ALT311202,Perform mensuration and calculation
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,COMMON,ALT723205,Perform shop maintenance
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,CORE,ALT315311,Use comparison and basic measuring devices
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,CORE,ALT315312,Measure components using coordinate measuring machines
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,CORE,ALT315313,Use graphical techniques and perform simple statistical computations
ALTLMC309,Laboratory and Metrology/Calibration Services NC III,BASIC,500311110,Lead small teams
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,CORE,HVC723348,Service and maintain mobile air-conditioning units
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,BASIC,400311210,Participate in workplace communication
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,BASIC,400311213,Develop career and life decisions
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,BASIC,400311214,Contribute to workplace innovation
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,BASIC,400311215,Present relevant information
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,COMMON,HVC713201,Prepare materials and tools
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,COMMON,HVC311202,Interpret technical drawing and plans
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,COMMON,HVC311201,"Observe procedures, specifications and manuals of instructions"
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,COMMON,HVC311203,Perform mensuration and calculation
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,COMMON,HVC713202,Perform basic benchworks
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,COMMON,HVC724201,Perform basic electrical works
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,COMMON,HVC311205,"Maintain tools, instruments and equipment"
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,COMMON,HVC315201,Perform housekeeping and safety practices
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,COMMON,HVC311205,Document work accomplished
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,BASIC,400311211,Work in team environment
HVCMAC221,Land-Based Transport Mobile Air-conditioning (MAC) Servicing NC II,CORE,HVC723349,Troubleshoot and repair mobile air-conditioning systems
