Qualification Code,Qualification Title,Competency Type,Unit Code,Unit Title
ALTABP106,Automotive Body Painting/Finishing NC I,CORE,ALT714301,Prepare undamaged surface for painting
ALTABP106,Automotive Body Painting/Finishing NC I,CORE,ALT714302,Apply and remove masking
ALTABP106,Automotive Body Painting/Finishing NC I,CORE,ALT714303,Spray solid color paints
ALTABP106,Automotive Body Painting/Finishing NC I,CORE,ALT714304,Perform polishing
ALTABP106,Automotive Body Painting/Finishing NC I,COMMON,ALT723204,Use and apply lubricants/coolants
ALTABP106,Automotive Body Painting/Finishing NC I,COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTABP106,Automotive Body Painting/Finishing NC I,COMMON,ALT723202,Move and position vehicle
ALTABP106,Automotive Body Painting/Finishing NC I,COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTABP106,Automotive Body Painting/Finishing NC I,BASIC,500311104,Practice basic housekeeping procedures
ALTABP106,Automotive Body Painting/Finishing NC I,BASIC,500311103,Demonstrate work values
ALTABP106,Automotive Body Painting/Finishing NC I,BASIC,500311102,Work with others
ALTABP106,Automotive Body Painting/Finishing NC I,BASIC,500311101,Receive and respond to workplace communication
ALTABP106,Automotive Body Painting/Finishing NC I,COMMON,ALT311202,Perform mensuration and calculation
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714308,Spray metallic color paint
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714301,Prepare undamaged surface for painting
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714302,Apply and remove masking
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714304,Perform polishing
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),BASIC,500311105,Participate in workplace communication
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),BASIC,500311106,Work in team environment
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),BASIC,500311107,Practice career professionalism
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714309,Repair solid color paints
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714306,Prepare damaged surface for painting
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714310,Repair metallic color paints
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),COMMON,ALT723204,Use and apply lubricants/coolants
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),COMMON,ALT723202,Move and position vehicle
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),COMMON,ALT311202,Perform mensuration and calculation
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),COMMON,ALT723205,Perform shop maintenance
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714307,Perform solid/metallic color mixing
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714303,Spray solid color paints
ALTABP204,Automotive Body Painting/Finishing NC II (Superseded),CORE,ALT714305,Assess auto paint jobs
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),BASIC,500311114,Use relevant technologies
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),COMMON,ALT311205,Interpret/draw technical drawing
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),BASIC,500311113,Use mathematical concepts and techniques
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),CORE,ALT714312,Spray three-stage pearl or mica color paint
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),CORE,ALT714311,Perform pearl color matching
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),BASIC,500311109,Lead workplace communication
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),BASIC,500311110,Lead small teams
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),BASIC,500311111,Develop and practice negotiation skills
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),COMMON,ALT723205,Perform shop maintenance
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),COMMON,ALT723204,Use and apply lubricants/coolants
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),COMMON,ALT311202,Perform mensuration and calculation
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),COMMON,ALT723202,Move and position vehicle
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),BASIC,500311112,Solve problems related to work activities
ALTABP306,Automotive Body Painting/Finishing NC III (Superseded),COMMON,ALT311204,Perform job estimate
ALTABR220,Automotive Body Repairing NC II,CORE,ALT213305,Replace and repair vehicle body panels and components
ALTABR220,Automotive Body Repairing NC II,BASIC,400311211,Work in team environment
ALTABR220,Automotive Body Repairing NC II,COMMON,ALT723214,Utilize automotive tools
ALTABR220,Automotive Body Repairing NC II,COMMON,ALT723215,Perform mensuration and calculation
ALTABR220,Automotive Body Repairing NC II,COMMON,ALT723216,Utilize workshop facilities and equipment
ALTABR220,Automotive Body Repairing NC II,COMMON,ALT723217,Prepare servicing parts and consumables
ALTABR220,Automotive Body Repairing NC II,COMMON,ALT723218,Prepare vehicle for servicing and releasing
ALTABR220,Automotive Body Repairing NC II,CORE,ALT213304,Remove and store vehicle body components
ALTABR220,Automotive Body Repairing NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
ALTABR220,Automotive Body Repairing NC II,CORE,ALT213306,Repair vehicle body panels using filler (rough finish)
ALTABR220,Automotive Body Repairing NC II,BASIC,400311210,Participate in workplace communication
ALTABR220,Automotive Body Repairing NC II,COMMON,ALT723211,Validate vehicle specification
ALTABR220,Automotive Body Repairing NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
ALTABR220,Automotive Body Repairing NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
ALTABR220,Automotive Body Repairing NC II,BASIC,400311215,Present relevant information
ALTABR220,Automotive Body Repairing NC II,BASIC,400311214,Contribute to workplace innovation
ALTABR220,Automotive Body Repairing NC II,BASIC,400311213,Develop career and life decisions
ALTABR220,Automotive Body Repairing NC II,BASIC,400311212,Solve/address general workplace problems
ALTABR220,Automotive Body Repairing NC II,COMMON,ALT723212,Move and position vehicle
ALTABR204,Automotive Body Repairing NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
ALTABR204,Automotive Body Repairing NC II (Superseded),BASIC,500311105,Participate in workplace communication
ALTABR204,Automotive Body Repairing NC II (Superseded),BASIC,500311106,Work in team environment
ALTABR204,Automotive Body Repairing NC II (Superseded),BASIC,500311107,Practice career professionalism
ALTABR204,Automotive Body Repairing NC II (Superseded),COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTABR204,Automotive Body Repairing NC II (Superseded),COMMON,ALT723204,Use and apply lubricants/coolants
ALTABR204,Automotive Body Repairing NC II (Superseded),COMMON,ALT723202,Move and position vehicle
ALTABR204,Automotive Body Repairing NC II (Superseded),COMMON,ALT311202,Perform mensuration and calculation
ALTABR204,Automotive Body Repairing NC II (Superseded),COMMON,ALT723205,Perform shop maintenance
ALTABR204,Automotive Body Repairing NC II (Superseded),CORE,ALT721303,Replace damaged parts with pre-fabricated parts
ALTABR204,Automotive Body Repairing NC II (Superseded),CORE,ALT721301,Prepare vehicle body for repair
ALTABR204,Automotive Body Repairing NC II (Superseded),CORE,ALT721302,Repair body panel
ALTABR204,Automotive Body Repairing NC II (Superseded),COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTADC324,Automotive Diagnosis (Chassis) NC III,BASIC,400311326,Evaluate environmental work practices
ALTADC324,Automotive Diagnosis (Chassis) NC III,BASIC,400311319,Lead workplace communication
ALTADC324,Automotive Diagnosis (Chassis) NC III,BASIC,400311320,Lead small teams
ALTADC324,Automotive Diagnosis (Chassis) NC III,BASIC,400311321,Apply critical thinking and problem solving techniques in the workplace
ALTADC324,Automotive Diagnosis (Chassis) NC III,BASIC,400311322,Work in a diverse environment
ALTADC324,Automotive Diagnosis (Chassis) NC III,BASIC,400311323,Propose methods of applying learning and innovation in the organization
ALTADC324,Automotive Diagnosis (Chassis) NC III,BASIC,400311324,Use information systematically
ALTADC324,Automotive Diagnosis (Chassis) NC III,BASIC,400311325,Evaluate occupational safety and health work practices
ALTADC324,Automotive Diagnosis (Chassis) NC III,CORE,ALTXXXX,Diagnose and repair electric power steering
ALTADC324,Automotive Diagnosis (Chassis) NC III,CORE,ALTXXXX,Diagnose and repair 4-wheel drive assembly
ALTADC324,Automotive Diagnosis (Chassis) NC III,CORE,ALTXXXX,Diagnose and repair of electronic 4-wheel drive control system
ALTADC324,Automotive Diagnosis (Chassis) NC III,CORE,ALTXXXX,Diagnose and repair of vehicle dynamics integrated management
ALTADC324,Automotive Diagnosis (Chassis) NC III,CORE,ALTXXXX,Diagnose and replace of continuously variable transmission
ALTADC324,Automotive Diagnosis (Chassis) NC III,CORE,ALTXXXX,Diagnose and repair of electronically controlled transmission
ALTADC324,Automotive Diagnosis (Chassis) NC III,COMMON,ALT723217,Prepare vehicle for servicing and releasing
ALTADC324,Automotive Diagnosis (Chassis) NC III,COMMON,ALT723216,Prepare servicing parts and consumables
ALTADC324,Automotive Diagnosis (Chassis) NC III,COMMON,ALT723215,Utilize workshop facilities and equipment
ALTADC324,Automotive Diagnosis (Chassis) NC III,COMMON,ALT723214,Perform mensuration and calculation
ALTADC324,Automotive Diagnosis (Chassis) NC III,COMMON,ALT723213,Utilize automotive tools
ALTADC324,Automotive Diagnosis (Chassis) NC III,COMMON,ALT723212,Move and position vehicle
ALTADC324,Automotive Diagnosis (Chassis) NC III,COMMON,ALT723211,Validate vehicle specification
ALTADC324,Automotive Diagnosis (Chassis) NC III,BASIC,400311327,Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMEs)
ALTADL324,Automotive Diagnosis (Electrical) NC III,COMMON,ALT723211,Validate vehicle specification
ALTADL324,Automotive Diagnosis (Electrical) NC III,BASIC,400311319,Lead workplace communication
ALTADL324,Automotive Diagnosis (Electrical) NC III,BASIC,400311320,Lead small teams
ALTADL324,Automotive Diagnosis (Electrical) NC III,BASIC,400311321,Apply critical thinking and problem solving techniques in the workplace
ALTADL324,Automotive Diagnosis (Electrical) NC III,BASIC,400311322,Work in a diverse environment
ALTADL324,Automotive Diagnosis (Electrical) NC III,BASIC,400311323,Propose methods of applying learning and innovation in the organization
ALTADL324,Automotive Diagnosis (Electrical) NC III,BASIC,400311324,Use information systematically
ALTADL324,Automotive Diagnosis (Electrical) NC III,BASIC,400311325,Evaluate occupational safety and health work practices
ALTADL324,Automotive Diagnosis (Electrical) NC III,BASIC,400311326,Evaluate environmental work practices
ALTADL324,Automotive Diagnosis (Electrical) NC III,BASIC,400311327,Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMEs)
ALTADL324,Automotive Diagnosis (Electrical) NC III,COMMON,ALT723212,Move and position vehicle
ALTADL324,Automotive Diagnosis (Electrical) NC III,COMMON,ALT723213,Utilize automotive tools
ALTADL324,Automotive Diagnosis (Electrical) NC III,COMMON,ALT723214,Perform mensuration and calculation
ALTADL324,Automotive Diagnosis (Electrical) NC III,COMMON,ALT723215,Utilize workshop facilities and equipment
ALTADL324,Automotive Diagnosis (Electrical) NC III,COMMON,ALT723216,Prepare servicing parts and consumables
ALTADL324,Automotive Diagnosis (Electrical) NC III,COMMON,ALT723217,Prepare vehicle for servicing and releasing
ALTADL324,Automotive Diagnosis (Electrical) NC III,CORE,ALTXXXX,"Diagnose and repair multiplex communication system and body 
control module system"
ALTADL324,Automotive Diagnosis (Electrical) NC III,CORE,ALTXXXX,Diagnose and repair theft deterrent system
ALTADL324,Automotive Diagnosis (Electrical) NC III,CORE,ALTXXXX,Diagnose and repair immobilizer system
ALTADL324,Automotive Diagnosis (Electrical) NC III,CORE,ALTXXXX,Diagnose and repair automatic air-conditioner system
ALTADL324,Automotive Diagnosis (Electrical) NC III,CORE,ALTXXXX,Diagnose and repair of Supplemental Restraint System (SRS)
ALTADL324,Automotive Diagnosis (Electrical) NC III,CORE,ALTXXXX,Diagnose and repair smart entry and start system
ALTADN324,Automotive Diagnosis (Engine) NC III,CORE,ALTXXXX,Diagnose and repair electronic spark advance system
ALTADN324,Automotive Diagnosis (Engine) NC III,BASIC,400311320,Lead small teams
ALTADN324,Automotive Diagnosis (Engine) NC III,CORE,ALTXXXX,Diagnose and repair forced-induction system
ALTADN324,Automotive Diagnosis (Engine) NC III,BASIC,400311319,Lead workplace communication
ALTADN324,Automotive Diagnosis (Engine) NC III,CORE,ALTXXXX,Diagnose and repair diesel electronic fuel injection system
ALTADN324,Automotive Diagnosis (Engine) NC III,CORE,ALTXXXX,Diagnose and repair emission control system
ALTADN324,Automotive Diagnosis (Engine) NC III,CORE,ALTXXXX,Diagnose and repair petrol electronic fuel injection system
ALTADN324,Automotive Diagnosis (Engine) NC III,COMMON,ALT723217,Prepare vehicle for servicing and releasing
ALTADN324,Automotive Diagnosis (Engine) NC III,COMMON,ALT723216,Prepare servicing parts and consumables
ALTADN324,Automotive Diagnosis (Engine) NC III,COMMON,ALT723215,Utilize workshop facilities and equipment
ALTADN324,Automotive Diagnosis (Engine) NC III,COMMON,ALT723214,Perform mensuration and calculation
ALTADN324,Automotive Diagnosis (Engine) NC III,COMMON,ALT723213,Utilize automotive tools
ALTADN324,Automotive Diagnosis (Engine) NC III,COMMON,ALT723212,Move and position vehicle
ALTADN324,Automotive Diagnosis (Engine) NC III,COMMON,ALT723211,Validate vehicle specification
ALTADN324,Automotive Diagnosis (Engine) NC III,BASIC,400311327,Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMEs)
ALTADN324,Automotive Diagnosis (Engine) NC III,BASIC,400311326,Evaluate environmental work practices
ALTADN324,Automotive Diagnosis (Engine) NC III,BASIC,400311325,Evaluate occupational safety and health work practices
ALTADN324,Automotive Diagnosis (Engine) NC III,BASIC,400311324,Use information systematically
ALTADN324,Automotive Diagnosis (Engine) NC III,BASIC,400311323,Propose methods of applying learning and innovation in the organization
ALTADN324,Automotive Diagnosis (Engine) NC III,BASIC,400311322,Work in a diverse environment
ALTADN324,Automotive Diagnosis (Engine) NC III,BASIC,400311321,Apply critical thinking and problem solving techniques in the workplace
ALTAEA207,Automotive Electrical Assembly NC II,BASIC,500311107,Practice career professionalism
ALTAEA207,Automotive Electrical Assembly NC II,BASIC,500311108,Practice occupational health and safety procedures
ALTAEA207,Automotive Electrical Assembly NC II,BASIC,500311105,Participate in workplace communication
ALTAEA207,Automotive Electrical Assembly NC II,BASIC,500311106,Work in team environment
ALTAEA207,Automotive Electrical Assembly NC II,COMMON,ALT311202,Perform mensuration and calculation
ALTAEA207,Automotive Electrical Assembly NC II,COMMON,ALT742201,"Read, interpret and apply engineering drawings"
ALTAEA207,Automotive Electrical Assembly NC II,COMMON,ALT723202,Move and position vehicle
ALTAEA207,Automotive Electrical Assembly NC II,COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTAEA207,Automotive Electrical Assembly NC II,COMMON,ALT723205,Perform shop maintenance
ALTAEA207,Automotive Electrical Assembly NC II,CORE,ALT827301,Install/fit out electrical parts to engine assembly
ALTAEA207,Automotive Electrical Assembly NC II,CORE,ALT827302,Install/fit out electrical parts and electronic units to body interior compartment
ALTAEA207,Automotive Electrical Assembly NC II,CORE,ALT827303,Install/fit out electrical parts and electronic units to dash instrument panel
ALTAEA207,Automotive Electrical Assembly NC II,CORE,ALT827304,Install/fit out electrical parts to exterior and engine compartment
ALTAEA207,Automotive Electrical Assembly NC II,CORE,ALT827305,Install/fit out audio and video systems
ALTAEA207,Automotive Electrical Assembly NC II,CORE,ALT827306,Perform headlight focus aiming operations
ALTAEA308,Automotive Electrical Assembly NC III,BASIC,500311110,Lead small teams
ALTAEA308,Automotive Electrical Assembly NC III,BASIC,500311109,Lead workplace communication
ALTAEA308,Automotive Electrical Assembly NC III,BASIC,500311111,Develop and practice negotiation skills
ALTAEA308,Automotive Electrical Assembly NC III,BASIC,500311112,Solve problems related to work activities
ALTAEA308,Automotive Electrical Assembly NC III,BASIC,500311113,Use mathematical concepts and techniques
ALTAEA308,Automotive Electrical Assembly NC III,BASIC,500311114,Use relevant technologies
ALTAEA308,Automotive Electrical Assembly NC III,COMMON,ALT311202,Perform mensuration and calculation
ALTAEA308,Automotive Electrical Assembly NC III,COMMON,ALT742201,"Read, interpret and apply engineering drawings"
ALTAEA308,Automotive Electrical Assembly NC III,COMMON,ALT723202,Move and position vehicle
ALTAEA308,Automotive Electrical Assembly NC III,COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTAEA308,Automotive Electrical Assembly NC III,COMMON,ALT723205,Perform shop maintenance
ALTAEA308,Automotive Electrical Assembly NC III,CORE,ALT827314,Rectify faults on installed electrical parts to engine assembly
ALTAEA308,Automotive Electrical Assembly NC III,CORE,ALT827315,Rectify faults on installed electrical parts and electronic units to body interior compartment
ALTAEA308,Automotive Electrical Assembly NC III,CORE,ALT827316,Rectify faults on installed electrical parts and electronic units to dash instrument panel
ALTAEA308,Automotive Electrical Assembly NC III,CORE,ALT827317,Rectify faults on installed electrical parts to exterior and engine compartment
ALTAEA308,Automotive Electrical Assembly NC III,CORE,ALT827318,Rectify faults on installed audio and video system to automotive vehicle
ALTAMA207,Automotive Mechanical Assembly NC II,BASIC,500311107,Practice career professionalism
ALTAMA207,Automotive Mechanical Assembly NC II,BASIC,500311108,Practice occupational health and safety procedures
ALTAMA207,Automotive Mechanical Assembly NC II,COMMON,ALT311202,Perform mensuration and calculation
ALTAMA207,Automotive Mechanical Assembly NC II,BASIC,500311106,Work in team environment
ALTAMA207,Automotive Mechanical Assembly NC II,BASIC,500311105,Participate in workplace communication
ALTAMA207,Automotive Mechanical Assembly NC II,COMMON,ALT742201,"Read, interpret and apply engineering drawings"
ALTAMA207,Automotive Mechanical Assembly NC II,COMMON,ALT723202,Move and position vehicle
ALTAMA207,Automotive Mechanical Assembly NC II,COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTAMA207,Automotive Mechanical Assembly NC II,COMMON,ALT723205,Perform shop maintenance
ALTAMA207,Automotive Mechanical Assembly NC II,CORE,ALT827307,Assemble mechanical assemblies using jigs/fixtures
ALTAMA207,Automotive Mechanical Assembly NC II,CORE,ALT827308,Mount/install brake and fuel systems
ALTAMA207,Automotive Mechanical Assembly NC II,CORE,ALT827309,Mount/install power drive system
ALTAMA207,Automotive Mechanical Assembly NC II,CORE,ALT827310,Mount/install suspension drive train
ALTAMA207,Automotive Mechanical Assembly NC II,CORE,ALT827311,Install/fit out trim parts/ and assemblies
ALTAMA207,Automotive Mechanical Assembly NC II,CORE,ALT827312,Perform final engine run
ALTAMA207,Automotive Mechanical Assembly NC II,CORE,ALT827313,Perform wheel alignment operations
ALTAMA308,Automotive Mechanical Assembly NC III,CORE,ALT827320,Rectify assembly faults on assembled mechanical assemblies
ALTAMA308,Automotive Mechanical Assembly NC III,BASIC,500311110,Lead small teams
ALTAMA308,Automotive Mechanical Assembly NC III,BASIC,500311111,Develop and practice negotiation skills
ALTAMA308,Automotive Mechanical Assembly NC III,BASIC,500311112,Solve problems related to work activities
ALTAMA308,Automotive Mechanical Assembly NC III,BASIC,500311113,Use mathematical concepts and techniques
ALTAMA308,Automotive Mechanical Assembly NC III,BASIC,500311114,Use relevant technologies
ALTAMA308,Automotive Mechanical Assembly NC III,COMMON,ALT311202,Perform mensuration and calculation
ALTAMA308,Automotive Mechanical Assembly NC III,COMMON,ALT742201,"Read, interpret and apply engineering drawings"
ALTAMA308,Automotive Mechanical Assembly NC III,COMMON,ALT723202,Move and position vehicle
ALTAMA308,Automotive Mechanical Assembly NC III,COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTAMA308,Automotive Mechanical Assembly NC III,COMMON,ALT723205,Perform shop maintenance
ALTAMA308,Automotive Mechanical Assembly NC III,CORE,ALT827319,Conduct engine hot test
ALTAMA308,Automotive Mechanical Assembly NC III,BASIC,500311109,Lead workplace communication
ALTAMA308,Automotive Mechanical Assembly NC III,CORE,ALT827321,Rectify faults on mounted/installed brake and fuel system
ALTAMA308,Automotive Mechanical Assembly NC III,CORE,ALT827323,Rectify faults on mounted/installed suspension drive train
ALTAMA308,Automotive Mechanical Assembly NC III,CORE,ALT827322,Rectify faults on mounted/installed power drive system
ALTATP220,Automotive Painting NC II,CORE,ALT713305,Prepare and operate vehicle paint drying equipment
ALTATP220,Automotive Painting NC II,CORE,ALT721307,Repair body panel using filler
ALTATP220,Automotive Painting NC II,CORE,ALT713304,Apply primer surfacer
ALTATP220,Automotive Painting NC II,CORE,ALT713303,Mask vehicle panels and components
ALTATP220,Automotive Painting NC II,CORE,ALT713306,Spray solid color paint
ALTATP220,Automotive Painting NC II,CORE,ALT713301,Remove paint from vehicle painted surfaces
ALTATP220,Automotive Painting NC II,COMMON,ALT723218,Prepare vehicle for servicing and releasing
ALTATP220,Automotive Painting NC II,COMMON,ALT723217,Prepare servicing parts and consumables
ALTATP220,Automotive Painting NC II,COMMON,ALT723216,Utilize workshop facilities and equipment
ALTATP220,Automotive Painting NC II,COMMON,ALT723215,Perform mensuration and calculation
ALTATP220,Automotive Painting NC II,COMMON,ALT723214,Utilize automotive tools
ALTATP220,Automotive Painting NC II,COMMON,ALT832212,Move and position vehicle
ALTATP220,Automotive Painting NC II,COMMON,ALT723211,Validate vehicle specification
ALTATP220,Automotive Painting NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
ALTATP220,Automotive Painting NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
ALTATP220,Automotive Painting NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
ALTATP220,Automotive Painting NC II,BASIC,400311215,Present relevant information
ALTATP220,Automotive Painting NC II,BASIC,400311214,Contribute to workplace innovation
ALTATP220,Automotive Painting NC II,BASIC,400311213,Develop career and life decisions
ALTATP220,Automotive Painting NC II,BASIC,400311212,Solve/address general workplace problems
ALTATP220,Automotive Painting NC II,BASIC,400311211,Work in team environment
ALTATP220,Automotive Painting NC II,BASIC,400311210,Participate in workplace communication
ALTATP220,Automotive Painting NC II,CORE,ALT713307,Perform polishing
ALTATP220,Automotive Painting NC II,CORE,ALT713302,Prepare panel for refinishing
ALTASC220,Automotive Servicing (Chassis Repair) NC II,COMMON,ALT723211,Validate vehicle specification
ALTASC220,Automotive Servicing (Chassis Repair) NC II,BASIC,400311211,Work in team environment
ALTASC220,Automotive Servicing (Chassis Repair) NC II,BASIC,400311210,Participate in workplace communication
ALTASC220,Automotive Servicing (Chassis Repair) NC II,BASIC,400311212,Solve/address general workplace problems
ALTASC220,Automotive Servicing (Chassis Repair) NC II,BASIC,400311213,Develop career and life decisions
ALTASC220,Automotive Servicing (Chassis Repair) NC II,BASIC,400311214,Contribute to workplace innovation
ALTASC220,Automotive Servicing (Chassis Repair) NC II,BASIC,400311215,Present relevant information
ALTASC220,Automotive Servicing (Chassis Repair) NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
ALTASC220,Automotive Servicing (Chassis Repair) NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
ALTASC220,Automotive Servicing (Chassis Repair) NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
ALTASC220,Automotive Servicing (Chassis Repair) NC II,COMMON,ALT723212,Move and position vehicle
ALTASC220,Automotive Servicing (Chassis Repair) NC II,COMMON,ALT723214,Utilize automotive tools
ALTASC220,Automotive Servicing (Chassis Repair) NC II,COMMON,ALT723215,Perform mensuration and calculation
ALTASC220,Automotive Servicing (Chassis Repair) NC II,COMMON,ALT723216,Utilize workshop facilities and equipment
ALTASC220,Automotive Servicing (Chassis Repair) NC II,COMMON,ALT723217,Prepare servicing parts and consumables
ALTASC220,Automotive Servicing (Chassis Repair) NC II,COMMON,ALT723218,Prepare vehicle for servicing and releasing
ALTASC220,Automotive Servicing (Chassis Repair) NC II,CORE,ALT723385,Diagnose and repair drive lines
ALTASC220,Automotive Servicing (Chassis Repair) NC II,CORE,ALT723386,Diagnose and repair clutch system
ALTASC220,Automotive Servicing (Chassis Repair) NC II,CORE,ALT723387,Diagnose and overhaul manual transmission/transaxle
ALTASC220,Automotive Servicing (Chassis Repair) NC II,CORE,ALT723388,Diagnose and overhaul differential
ALTASC220,Automotive Servicing (Chassis Repair) NC II,CORE,ALT723389,Diagnose and repair brake system
ALTASC220,Automotive Servicing (Chassis Repair) NC II,CORE,ALT723390,Diagnose and repair steering system
ALTASC220,Automotive Servicing (Chassis Repair) NC II,CORE,ALT723391,Diagnose and repair suspension system
ALTASL220,Automotive Servicing (Electrical Repair) NC II,CORE,ALT723394,Repair manual air-conditioner compressor magnetic clutch
ALTASL220,Automotive Servicing (Electrical Repair) NC II,BASIC,400311211,Work in team environment
ALTASL220,Automotive Servicing (Electrical Repair) NC II,BASIC,400311212,Solve/address general workplace problems
ALTASL220,Automotive Servicing (Electrical Repair) NC II,BASIC,400311213,Develop career and life decisions
ALTASL220,Automotive Servicing (Electrical Repair) NC II,BASIC,400311214,Contribute to workplace innovation
ALTASL220,Automotive Servicing (Electrical Repair) NC II,BASIC,400311215,Present relevant information
ALTASL220,Automotive Servicing (Electrical Repair) NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
ALTASL220,Automotive Servicing (Electrical Repair) NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
ALTASL220,Automotive Servicing (Electrical Repair) NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
ALTASL220,Automotive Servicing (Electrical Repair) NC II,COMMON,ALT723211,Validate vehicle specification
ALTASL220,Automotive Servicing (Electrical Repair) NC II,COMMON,ALT723212,Move and position vehicle
ALTASL220,Automotive Servicing (Electrical Repair) NC II,COMMON,ALT723214,Utilize automotive tools
ALTASL220,Automotive Servicing (Electrical Repair) NC II,COMMON,ALT723215,Perform mensuration and calculation
ALTASL220,Automotive Servicing (Electrical Repair) NC II,COMMON,ALT723216,Utilize workshop facilities and equipment
ALTASL220,Automotive Servicing (Electrical Repair) NC II,COMMON,ALT723217,Prepare servicing parts and consumables
ALTASL220,Automotive Servicing (Electrical Repair) NC II,COMMON,ALT723218,Prepare vehicle for servicing and releasing
ALTASL220,Automotive Servicing (Electrical Repair) NC II,CORE,ALT723392,Service manual air-conditioner system
ALTASL220,Automotive Servicing (Electrical Repair) NC II,CORE,ALT723393,Diagnose and repair manual air-conditioner system
ALTASL220,Automotive Servicing (Electrical Repair) NC II,BASIC,400311210,Participate in workplace communication
ALTASL220,Automotive Servicing (Electrical Repair) NC II,CORE,ALT723395,Diagnose and repair ignition system
ALTASL220,Automotive Servicing (Electrical Repair) NC II,CORE,ALT723396,Diagnose and repair starting system
ALTASL220,Automotive Servicing (Electrical Repair) NC II,CORE,ALT723397,Diagnose and repair charging system
ALTASL220,Automotive Servicing (Electrical Repair) NC II,CORE,ALT723398,Diagnose and repair body electrical system
ALTASN220,Automotive Servicing (Engine Repair) NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
ALTASN220,Automotive Servicing (Engine Repair) NC II,CORE,ALT233101,Diagnose and overhaul engine mechanical system
ALTASN220,Automotive Servicing (Engine Repair) NC II,BASIC,400311212,Solve/address general workplace problems
ALTASN220,Automotive Servicing (Engine Repair) NC II,BASIC,400311213,Develop career and life decisions
