Sector,Course,Link,Hours,Core,Common,Basic,Elective,Codes
Processed Foods and Beverages,Food Processing NC I,https://tesdatrainingcourses.com/food-processing-nc-i.html,197,"[{'PFB751342': 'Assist in Quality Inspection'}, {'PFB751343': 'Dispense Materials'}, {'PFB751344': 'Prepare Packaging Materials and Supplies for Processing'}, {'PFB751345': 'Operate Basic Equipment'}, {'PFB751346': 'Clean and Sanitize Equipment and Processing/Packaging Premises'}, {'PFB751347': 'Debone and Fillet Fish'}]","[{'AGR741201': 'Apply Food Safety and Sanitation'}, {'AGR741202': 'Use Standard Measuring Devices and Instruments'}, {'AGR741203': 'Use Food Processing Tools, Equipment and Utensils'}, {'AGR741207': 'Implement Good Manufacturing Practice and Procedures'}]","[{'400311101': 'Receive and respond to workplace communication'}, {'400311102': 'Work with others'}, {'400311103': 'Solve/address routine problems'}, {'400311104': 'Enhance self-management skills'}, {'400311105': 'Support innovation'}, {'400311106': 'Access and maintain information'}, {'400311107': 'Follow occupational safety and health policies and procedures'}, {'400311108': 'Apply environmental work standards'}, {'400311109': 'Adopt entrepreneurial mindset in the workplace'}]",[],"['PFB751342', 'PFB751343', 'PFB751344', 'PFB751345', 'PFB751346', 'PFB751347', 'AGR741201', 'AGR741202', 'AGR741203', 'AGR741207', '400311101', '400311102', '400311103', '400311104', '400311105', '400311106', '400311107', '400311108', '400311109']"
Processed Foods and Beverages,Food Processing NC I (Amended),,480,,,,,[]
Processed Foods and Beverages,Food Processing NC II,https://tesdatrainingcourses.com/food-processing-nc-ii.html,552,"[{'PFB751330': 'Process Food by Salting, Curing and Smoking'}, {'PFB751331': 'Process Food by Fermentation and Pickling'}, {'PFB751332': 'Process Food by Sugar Concentration'}, {'PFB751333': 'Process Food by Drying and Dehydration'}, {'PFB751334': 'Process Food by Thermal Application'}]","[{'PFB751210': 'Apply Food Safety and Sanitation'}, {'PFB751211': 'Use Standard Measuring Devices / Instruments'}, {'PFB751212': 'Use Food Processing Tools, Equipment and Utensils'}, {'PFB751213': 'Perform Mathematical Computation'}, {'PFB751214': 'Implement Good Manufacturing Practice Procedure'}, {'PFB751215': 'Implement Environmental Policies and Procedures'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['PFB751330', 'PFB751331', 'PFB751332', 'PFB751333', 'PFB751334', 'PFB751210', 'PFB751211', 'PFB751212', 'PFB751213', 'PFB751214', 'PFB751215', '500311105', '500311106', '500311107', '500311108']"
Processed Foods and Beverages,Food Processing NC III,https://tesdatrainingcourses.com/food-processing-nc-iii.html,900,"[{'AGR741312': 'Receive and store stock'}, {'AGR741313': 'Control and order stock'}, {'AGR741314': 'Apply product knowledge to complete work operations'}, {'AGR741315': 'Perform basic tests in raw materials, in process and finished products'}, {'AGR741316': 'Operate a boiler'}, {'AGR741317': 'Operate pumping equipment'}, {'AGR741318': 'Operate and monitor food processes and equipment'}, {'AGR741319': 'Operate a packaging process'}, {'AGR741320': 'Work in a freezer storage area'}, {'AGR741321': 'Work with temperature controlled stock'}, {'AGR741322': 'Handle dangerous goods/ hazardous substances'}]","[{'AGR741201': 'Apply Food Safety and Sanitation'}, {'AGR741202': 'Use Standard Measuring Devices / Instruments'}, {'AGR741203': 'Use Food Processing Tools, Equipment and Utensils'}, {'AGR741204': 'Perform Mathematical Computation'}, {'AGR741205': 'Implement Good Manufacturing Practice Procedure'}, {'AGR741206': 'Implement environmental policies and procedures'}]","[{'500311109': 'Lead Workplace Communication'}, {'500311110': 'Lead Small Teams'}, {'500311111': 'Develop and Practice Negotiation skills'}, {'500311112': 'Solve Problems Related to Work Activities'}, {'500311113': 'Use Mathematical Concepts and Techniques'}, {'500311114': 'Use Relevant Technologies'}]",[],"['AGR741312', 'AGR741313', 'AGR741314', 'AGR741315', 'AGR741316', 'AGR741317', 'AGR741318', 'AGR741319', 'AGR741320', 'AGR741321', 'AGR741322', 'AGR741201', 'AGR741202', 'AGR741203', 'AGR741204', 'AGR741205', 'AGR741206', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
Processed Foods and Beverages,Food Processing NC IV,https://tesdatrainingcourses.com/food-processing-nc-iv.html,576,"[{'AGR741323': 'Apply raw materials / ingredients and process knowledge'}, {'AGR741324': 'Maintain food safety when loading, unloading and transporting food'}, {'AGR741325': 'Participate in sensory analysis'}, {'AGR741326': 'Set up and operate processes in a production/packaging system'}, {'AGR741327': 'Participate in an audit process'}, {'AGR741328': 'Participate in a HACCP team'}, {'AGR741329': 'Monitor workplace performance and participate in improvement process'}]","[{'AGR741201': 'Apply Food Safety and Sanitation'}, {'AGR741202': 'Use Standard Measuring Devices / Instruments'}, {'AGR741203': 'Use Food Processing Tools, Equipment and Utensils'}, {'AGR741204': 'Perform Mathematical Computation'}, {'AGR741205': 'Implement Good Manufacturing Practice Procedure'}, {'AGR741206': 'Implement Environmental Policies and Procedures'}, {'AGR741208': 'Monitor the Implementation of Good Manufacturing Practice Procedures'}, {'AGR741209': 'Monitor the Implementation of Environmental Management Policies'}]","[{'500311115': 'Utilize specialized communication skills'}, {'500311116': 'Develop teams and individuals'}, {'500311117': 'Apply problem solving techniques in the workplace'}, {'500311118': 'Collect, analyze and organize information'}, {'500311119': 'Plan and organize work'}]",[],"['AGR741323', 'AGR741324', 'AGR741325', 'AGR741326', 'AGR741327', 'AGR741328', 'AGR741329', 'AGR741201', 'AGR741202', 'AGR741203', 'AGR741204', 'AGR741205', 'AGR741206', 'AGR741208', 'AGR741209', '500311115', '500311116', '500311117', '500311118', '500311119']"
Processed Foods and Beverages,Slaughtering Operations (Large Animal) NC II,https://tesdatrainingcourses.com/slaughtering-operations-large-animals-nc-ii.html,360,"[{'PFB751335': 'Handle and sharpen knives'}, {'PFB751336': 'Perform initial preparation procedures'}, {'PFB751337': 'Prepare carcass'}, {'PFB751338': 'Perform final procedures'}]","[{'PFB751210': 'Apply food safety and sanitation'}, {'PFB751211': 'Use standard measuring devices/instruments'}, {'PFB741213': 'Perform mathematical computation'}, {'PFB741214': 'Implement good manufacturing practice procedure'}, {'PFB741215': 'Implement environmental policies and procedures'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['PFB751335', 'PFB751336', 'PFB751337', 'PFB751338', 'PFB751210', 'PFB751211', 'PFB741213', 'PFB741214', 'PFB741215', '500311105', '500311106', '500311107', '500311108']"
Processed Foods and Beverages,Slaughtering Operations (Swine) NC II,https://tesdatrainingcourses.com/slaughtering-operations-swine-nc-ii.html,280,"[{'PFB751335': 'Handle and sharpen knives'}, {'PFB751339': 'Perform initial preparation procedures'}, {'PFB751340': 'Prepare carcass'}, {'PFB751341': 'Perform final procedures'}]","[{'PFB751210': 'Apply food safety and sanitation'}, {'PFB751211': 'Use standard measuring devices/instruments'}, {'PFB741213': 'Perform mathematical computation'}, {'PFB741214': 'Implement good manufacturing practice procedure'}, {'PFB741215': 'Implement environmental policies and procedures'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['PFB751335', 'PFB751339', 'PFB751340', 'PFB751341', 'PFB751210', 'PFB751211', 'PFB741213', 'PFB741214', 'PFB741215', '500311105', '500311106', '500311107', '500311108']"
Pyrotechnics,Pyrotechnics NC II,https://tesdatrainingcourses.com/pyrotechnics-nc-ii.html,242,"[{'PYR311301': 'Acquire and store chemicals'}, {'PYR311302': 'Make cylinder container for pyrotechnic products'}, {'PYR311303': 'Wrap/package pyrotechnic products'}, {'PYR311304': 'Load mixed composition into container'}, {'PYR311305': 'Prepare safety fuse for fireworks'}, {'PYR311306': 'Make firecrackers'}]","[{'PYR311202': 'Observe procedures, specifications and manuals of instructions'}, {'PYR311203': 'Perform mensurations and calculations'}, {'PYR516201': 'Perform fire fighting and fire prevention'}, {'PYR311205': 'Apply quality standards'}, {'PYR513201': 'Apply first aid treatment'}]","[{'500311105': 'Participate in Workplace Communication'}, {'500311106': 'Work in Team Environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['PYR311301', 'PYR311302', 'PYR311303', 'PYR311304', 'PYR311305', 'PYR311306', 'PYR311202', 'PYR311203', 'PYR516201', 'PYR311205', 'PYR513201', '500311105', '500311106', '500311107', '500311108']"
"Social, Community Development and Other Services",Barbering NC II,https://tesdatrainingcourses.com/barbering-nc-ii.html,656,"[{'HCS515301': 'Perform pre- and post- hair care activities'}, {'HCS515302': 'Perform hair and scalp treatment'}, {'HCS515304': 'Perform basic hair coloring'}, {'HCS515327': 'Perform haircut'}, {'HCS515328': 'Shave and style beard and mustache'}, {'HCS515329': 'Perform chair spot massage'}]","[{'HCS515201': 'Maintain an effective relationship with client/customer'}, {'HCS515202': 'Manage own performance'}, {'HCS515204': 'Apply quality standards'}, {'HCS515205': 'Maintain a safe, clean and efficient environment'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]","[{'HCS515303': 'Perform basic hair perming'}, {'HCS515405': 'Perform hair relaxing'}, {'HCS515406': 'Perform men’s hairpiece attachment, styling and maintenance'}]","['HCS515301', 'HCS515302', 'HCS515304', 'HCS515327', 'HCS515328', 'HCS515329', 'HCS515201', 'HCS515202', 'HCS515204', 'HCS515205', '500311105', '500311106', '500311107', '500311108', 'HCS515303', 'HCS515405', 'HCS515406']"
"Social, Community Development and Other Services",Beauty Care (Skin Care) Services NC II,https://tesdatrainingcourses.com/beauty-care-skin-care-services-nc-ii.html,277*,"[{'SOC514301': 'Perform facial cleansing'}, {'SOC514302': 'Perform temporary hair removal activity'}, {'SOC514303': 'Perform body scrub'}]","[{'HHC515201': 'Maintain an effective relationship with clients/customers'}, {'HHC515202': 'Manage own performance'}, {'HHC515204': 'Apply quality standards'}, {'HHC515205': 'Maintain a safe, clean and efficient environment'}]","[{'400311210': 'Participate in workplace communication'}, {'400311211': 'Work in a team environment'}, {'400311212': 'Solve/address general workplace problems'}, {'400311213': 'Develop career and life decisions'}, {'400311214': 'Contribute to workplace innovation'}, {'400311215': 'Present relevant information'}, {'400311216': 'Practice occupational safety and health policies and procedures'}, {'400311217': 'Exercise efficient and effective sustainable practices in the workplace'}, {'400311218': 'Practice entrepreneurial skills in the workplace'}]",[],"['SOC514301', 'SOC514302', 'SOC514303', 'HHC515201', 'HHC515202', 'HHC515204', 'HHC515205', '400311210', '400311211', '400311212', '400311213', '400311214', '400311215', '400311216', '400311217', '400311218']"
"Social, Community Development and Other Services",Beauty Care NC II  (Amended),https://tesdatrainingcourses.com/beauty-care-nc-ii.html,1098,"[{'HCS515301': 'Perform pre and post beauty care services'}, {'HCS515302': 'Perform manicure and pedicure'}, {'HCS515303': 'Perform hand spa'}, {'HCS515304': 'Perform body massage'}, {'HCS515305': 'Perform body scrub'}, {'HCS515306': 'Perform facial treatment'}, {'HCS515307': 'Perform foot spa'}, {'HCS515314': 'Apply facial make-up'}]","[{'HCS515201': 'Maintain an effective relationship with clients/customers'}, {'HCS515202': 'Manage own performance'}, {'HCS515204': 'Apply quality standards'}, {'HCS515205': 'Maintain a safe, clean and efficient work environment'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS515301', 'HCS515302', 'HCS515303', 'HCS515304', 'HCS515305', 'HCS515306', 'HCS515307', 'HCS515314', 'HCS515201', 'HCS515202', 'HCS515204', 'HCS515205', '500311105', '500311106', '500311107', '500311108']"
"Social, Community Development and Other Services",Beauty Care NC III,https://tesdatrainingcourses.com/beauty-care-nc-iii.html,398,"[{'HCS515308': 'Perform temporary hair removal activity'}, {'HCS515309': 'Perform body bleach'}, {'HCS515310': 'Perform creative nail design'}]","[{'HCS515201': 'Maintain an effective relationship with clients/customers'}, {'HCS515202': 'Manage own performance'}, {'HCS515204': 'Apply quality standards'}, {'HCS515205': 'Maintain a safe, clean and efficient work environment'}]","[{'500311109': 'Lead Workplace Communication'}, {'500311110': 'Lead Small Teams'}, {'500311111': 'Develop and Practice Negotiation skills'}, {'500311112': 'Solve Problems Related to Work Activities'}, {'500311113': 'Use Mathematical Concepts and Techniques'}, {'500311114': 'Use Relevant Technologies'}]",[],"['HCS515308', 'HCS515309', 'HCS515310', 'HCS515201', 'HCS515202', 'HCS515204', 'HCS515205', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
"Social, Community Development and Other Services",Beauty Care Services (Nail Care) NC II,https://tesdatrainingcourses.com/beauty-care-nail-care-services-ii.html,216*,"[{'SOC514311': 'Perform manicure and pedicure'}, {'SOC514312': 'Perform hand and foot spa'}]","[{'SOC514201': 'Maintain an effective relationship with client/customer'}, {'SOC514202': 'Manage own performance'}, {'SOC514203': 'Apply quality standards'}, {'SOC514204': 'Maintain a safe, clean and efficient environment'}]","[{'400311210': 'Participate in workplace communication'}, {'400311211': 'Work in a team environment'}, {'400311212': 'Solve/address general workplace problems'}, {'400311213': 'Develop career and life decisions'}, {'400311214': 'Contribute to workplace innovation'}, {'400311215': 'Present relevant information'}, {'400311216': 'Practice occupational safety and health policies and procedures'}, {'400311217': 'Exercise efficient and effective sustainable practices in the workplace'}, {'400311218': 'Practice entrepreneurial skills in the workplace'}]",[],"['SOC514311', 'SOC514312', 'SOC514201', 'SOC514202', 'SOC514203', 'SOC514204', '400311210', '400311211', '400311212', '400311213', '400311214', '400311215', '400311216', '400311217', '400311218']"
"Social, Community Development and Other Services",Beauty Care Services (Nail Care) NC III,https://tesdatrainingcourses.com/beauty-care-services-nail-care-nc-iii.html,198*,"[{'HCS515331': 'Perform creative nail design'}, {'HCS515332': 'Perform artificial nail extensions'}]","[{'HCS515201': 'Maintain an effective relationship with clients/customers'}, {'HCS515202': 'Manage own performance'}, {'HCS515204': 'Apply quality standards'}, {'HCS515205': 'Maintain a safe, clean and efficient work environment'}]","[{'500311109': 'Lead Workplace Communication'}, {'500311110': 'Lead Small Teams'}, {'500311111': 'Develop and Practice Negotiation skills'}, {'500311112': 'Solve Problems Related to Work Activities'}, {'500311113': 'Use Mathematical Concepts and Techniques'}, {'500311114': 'Use Relevant Technologies'}]",[],"['HCS515331', 'HCS515332', 'HCS515201', 'HCS515202', 'HCS515204', 'HCS515205', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
"Social, Community Development and Other Services",Hairdressing NC II,https://tesdatrainingcourses.com/hairdressing-nc-ii.html,656,"[{'SOC514301': 'Perform pre and post hair care activities'}, {'SOC514302': 'Perform hair and scalp treatment'}, {'SOC514303': 'Perform basic hair coloring'}, {'SOC514304': 'Perform basic hair bleaching'}, {'SOC514305': 'Perform basic hair perming'}, {'SOC514306': 'Perform hair straightening'}, {'SOC514307': 'Perform basic haircutting'}]","[{'SOC514201': 'Maintain an effective relationship with client/customer'}, {'SOC514202': 'Manage own performance'}, {'SOC514203': 'Apply quality standards'}, {'SOC514204': 'Maintain a safe, clean and efficient environment'}]","[{'400311210': 'Participate in workplace communication'}, {'400311211': 'Work in a team environment'}, {'400311212': 'Solve/address general workplace problems'}, {'400311213': 'Develop career and life decisions'}, {'400311214': 'Contribute to workplace innovation'}, {'400311215': 'Present relevant information'}, {'400311216': 'Practice occupational safety and health policies and procedures'}, {'400311217': 'Exercise efficient and effective sustainable practices in the workplace'}, {'400311218': 'Practice entrepreneurial skills in the workplace'}]",[],"['SOC514301', 'SOC514302', 'SOC514303', 'SOC514304', 'SOC514305', 'SOC514306', 'SOC514307', 'SOC514201', 'SOC514202', 'SOC514203', 'SOC514204', '400311210', '400311211', '400311212', '400311213', '400311214', '400311215', '400311216', '400311217', '400311218']"
"Social, Community Development and Other Services",Hairdressing NC III,https://tesdatrainingcourses.com/hairdressing-nc-iii.html,638*,"[{'SOC514308': 'Perform advanced and creative haircutting'}, {'SOC514309': 'Perform advanced and creative hair coloring'}, {'SOC514310': 'Perform advanced and creative hair perming'}]","[{'SOC514201': 'Maintain an effective relationship with clients/customers'}, {'SOC514202': 'Manage own performance'}, {'SOC514203': 'Apply quality standards'}, {'SOC514204': 'Maintain a safe, clean and efficient environment'}]","[{'400311319': 'Lead workplace communication'}, {'400311320': 'Lead small teams'}, {'400311321': 'Apply critical thinking and problem solving techniques in the workplace'}, {'400311322': 'Work in a diverse environment'}, {'400311323': 'Propose methods of applying learning and innovation in the organization'}, {'400311324': 'Use information systematically'}, {'400311325': 'Evaluate occupational safety and health work practices'}, {'400311326': 'Evaluate environmental work practices'}, {'400311327': 'Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMES)'}]",[],"['SOC514308', 'SOC514309', 'SOC514310', 'SOC514201', 'SOC514202', 'SOC514203', 'SOC514204', '400311319', '400311320', '400311321', '400311322', '400311323', '400311324', '400311325', '400311326', '400311327']"
"Social, Community Development and Other Services",Domestic Work NC II,https://tesdatrainingcourses.com/domestic-work-nc-ii.html,714*,"[{'HCS913301': 'Clean living room, dining room, bedrooms, toilet and kitchen'}, {'HCS913302': 'Wash and iron clothes, linen and fabric'}, {'HCS913303': 'Prepare hot and cold meals/food'}, {'HCS913304': 'Provide food and beverage service'}]","[{'HCS913201': 'Maintain an effective relationship with clients and customers'}, {'HCS913202': 'Manage own performance'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]","[{'HCS323301': 'Provide care and support to infants and toddlers'}, {'HCS323302': 'Provide care and support to children'}, {'HCS323305': 'Provide care and support to elderly'}, {'HCS323306': 'Provide care and support to people with special needs'}, {'HCS913401': 'Assist in the care of animals'}, {'HCS913402': 'Provide animal care hygiene routines'}, {'AGR611376': 'Trim and prune landscape plants'}, {'AGR611377': 'Perform weeding and cultivation'}, {'AGR611379': 'Water/irrigate plants'}, {'AGR611380': 'Control and prevent plant pest and diseases'}]","['HCS913301', 'HCS913302', 'HCS913303', 'HCS913304', 'HCS913201', 'HCS913202', '500311105', '500311106', '500311107', '500311108', 'HCS323301', 'HCS323302', 'HCS323305', 'HCS323306', 'HCS913401', 'HCS913402', 'AGR611376', 'AGR611377', 'AGR611379', 'AGR611380']"
"Social, Community Development and Other Services",Domestic Work NC II (Amended),,218,,,,,[]
"Social, Community Development and Other Services",Performing Arts (Ballroom Dancing) NC II,https://tesdatrainingcourses.com/performing-arts-ballroom-dancing-nc-ii.html,300,"[{'HCS245301': 'Demonstrate understanding of dance concepts and routines'}, {'HCS245302': 'Perform basic modern standard dance figures and amalgamations'}, {'HCS245303': 'Perform basic Latin-American dance figures and amalgamations'}]","[{'HCS245201': 'HCS245201 Maintain an effective relationship with clients/customers'}, {'HCS245202': 'Manage own performance'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS245301', 'HCS245302', 'HCS245303', 'HCS245201', 'HCS245202', '500311105', '500311106', '500311107', '500311108']"
"Social, Community Development and Other Services",Performing Arts (Dance) NC II,https://tesdatrainingcourses.com/performing-arts-dance-nc-ii.html,271,"[{'HCS245301': 'Perform ballet movements and routines'}, {'HCS245302': 'Perform jazz movements and routines'}, {'HCS245303': 'Perform fundamentals of Philippine folk dances'}, {'HCS245304': 'Perform in production shows'}]","[{'HCS245201': 'HCS245201 Maintain an effective relationship with clients/customers'}, {'HCS245202': 'Manage own performance'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS245301', 'HCS245302', 'HCS245303', 'HCS245304', 'HCS245201', 'HCS245202', '500311105', '500311106', '500311107', '500311108']"
"Social, Community Development and Other Services",Performing Arts (Magician),,272,,,,,[]
"Social, Community Development and Other Services",Performing Arts (Song) NC II,https://tesdatrainingcourses.com/performing-arts-song-nc-ii.html,271,"[{'HCS245301': 'Develop basic singing techniques'}, {'HCS245302': 'Demonstrate/exhibit stage performance skills'}, {'HCS245303': 'Perform solo number'}, {'HCS245304': 'Provide lead vocal for a group performance/band'}]","[{'HCS245201': 'HCS245201 Maintain an effective relationship with clients/customers'}, {'HCS245202': 'Manage own performance'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS245301', 'HCS245302', 'HCS245303', 'HCS245304', 'HCS245201', 'HCS245202', '500311105', '500311106', '500311107', '500311108']"
"Social, Community Development and Other Services",Security Services NC I,https://tesdatrainingcourses.com/security-services-nc-i.html,170,"[{'HCS516301': 'Perform control system in the workplace'}, {'HCS516302': 'Perform basic communication skills'}, {'HCS516303': 'Respond to emergency situation'}, {'HCS516304': 'Demonstrate marksmanship skills'}, {'HCS516305': 'Perform defensive techniques'}]","[{'HCS315201': 'Maintain an effective relationship with clients/customers'}, {'HCS315202': 'Manage own performance'}, {'HCS315203': 'Practice professionalism in the security service'}]","[{'500311101': 'Receive and respond to workplace communication'}, {'500311102': 'Work with others'}, {'500311103': 'Demonstrate work values'}, {'500311104': 'Practice basic housekeeping procedures'}]",[],"['HCS516301', 'HCS516302', 'HCS516303', 'HCS516304', 'HCS516305', 'HCS315201', 'HCS315202', 'HCS315203', '500311101', '500311102', '500311103', '500311104']"
"Social, Community Development and Other Services",Security Services NC II,https://tesdatrainingcourses.com/security-services-nc-ii.html,223,"[{'HCS516307': 'Monitor activities within area of responsibility'}, {'HCS516308': 'Enforce access control and identification system'}, {'HCS516309': 'Secure territorial jurisdiction of the company'}, {'HCS516310': 'Enforce emergency response procedures'}, {'HCS516311': 'Prepare security reports'}]","[{'HCS516201': 'Maintain an effective relationship with clients / customers'}, {'HCS516202': 'Manage own performance'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS516307', 'HCS516308', 'HCS516309', 'HCS516310', 'HCS516311', 'HCS516201', 'HCS516202', '500311105', '500311106', '500311107', '500311108']"
"Social, Community Development and Other Services",Bookkeeping NC III,https://tesdatrainingcourses.com/bookkeeping-nc-iii.html,292,"[{'HCS412301': 'Journalize transactions'}, {'HCS412302': 'Post transactions'}, {'HCS412303': 'Prepare trial balance'}, {'HCS412304': 'Prepare financial reports'}, {'HCS412305': 'Review internal control system'}]","[{'HCS315202': 'Apply quality standards'}, {'HCS311201': 'Perform computer operations'}, {'HCS913201': 'Maintain an effective relationship with clients and customers'}, {'HCS913202': 'Manage own performance'}]","[{'500311109': 'Lead Workplace Communication'}, {'500311110': 'Lead Small Teams'}, {'500311111': 'Develop and Practice Negotiation skills'}, {'500311112': 'Solve Problems Related to Work Activities'}, {'500311113': 'Use Mathematical Concepts and Techniques'}, {'500311114': 'Use Relevant Technologies'}]",[],"['HCS412301', 'HCS412302', 'HCS412303', 'HCS412304', 'HCS412305', 'HCS315202', 'HCS311201', 'HCS913201', 'HCS913202', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
"Social, Community Development and Other Services",Lifeguard Services NC II,https://tesdatrainingcourses.com/lifeguard-services-nc-ii.html,980,"[{'SOC541301': 'Perform water-based skills in a pool environment'}, {'SOC541302': 'Demonstrate non-contact rescue'}, {'SOC541303': 'Demonstrate contact water rescue'}, {'SOC541304': 'Perform Lifeguarding Scanning'}, {'SOC541305': 'Monitor water quality for swimming'}]","[{'SOC541203': 'Demonstrate water safety'}, {'SOC541204': 'Perform resuscitation (CPR + ILCOR + After Care)'}, {'SOC541205': 'Provide emergency care (First Aid)'}, {'SOC541206': 'Perform lifeguarding hand and whistle signals'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['SOC541301', 'SOC541302', 'SOC541303', 'SOC541304', 'SOC541305', 'SOC541203', 'SOC541204', 'SOC541205', 'SOC541206', '500311105', '500311106', '500311107', '500311108']"
"Social, Community Development and Other Services",Lifeguard Services NC III,https://tesdatrainingcourses.com/lifeguard-services-nc-iii.html,1780*,"[{'SOC541307': 'Demonstrate level of fitness appropriate for open water environment (leisure pools, beach, river and surf)'}, {'SOC541308': 'Provide Lifeguard Supervision in Outdoor and Indoor Leisure Facilities'}, {'SOC541309': 'Perform Emergency Response Techniques'}, {'SOC541310': 'Perform Defibrillation and Oxygen Therapy'}, {'SOC541311': 'Communicate using Radio Transceiver'}, {'SOC541312': 'Establish Public Safety Consciousness and Measures in Aquatic related Events'}]","[{'SOC541203': 'Demonstrate water safety'}, {'SOC541204': 'Perform resuscitation (CPR + ILCOR + After Care)'}, {'SOC541205': 'Provide emergency care (First Aid)'}, {'SOC541206': 'Perform lifeguarding hand and whistle signals'}]","[{'500311109': 'Lead Workplace Communication'}, {'500311110': 'Lead Small Teams'}, {'500311111': 'Develop and Practice Negotiation skills'}, {'500311112': 'Solve Problems Related to Work Activities'}, {'500311113': 'Use Mathematical Concepts and Techniques'}, {'500311114': 'Use Relevant Technologies'}]",[],"['SOC541307', 'SOC541308', 'SOC541309', 'SOC541310', 'SOC541311', 'SOC541312', 'SOC541203', 'SOC541204', 'SOC541205', 'SOC541206', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
"Social, Community Development and Other Services",Microfinance Technology NC II,https://tesdatrainingcourses.com/microfinance-technology-nc-ii.html,403,"[{'HCS341301': 'Select Potential Area for Microfinance Operation'}, {'HCS341302': 'Promote Microfinance Products and Other Services'}, {'HCS341303': 'Form Group of Microfinance Clients'}, {'HCS341304': 'Facilitate Center Meeting'}, {'HCS341305': 'Process Application for Loans and Other Services'}, {'HCS341306': 'Collect Dues'}, {'HCS341307': 'Update Financial Records'}]","[{'HCS421201': 'Provide Quality Customer Service'}, {'HCS315202': 'Comply with Quality and Ethical Standards'}, {'HCS311201': 'Perform Computer Operations'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS341301', 'HCS341302', 'HCS341303', 'HCS341304', 'HCS341305', 'HCS341306', 'HCS341307', 'HCS421201', 'HCS315202', 'HCS311201', '500311105', '500311106', '500311107', '500311108']"
"Social, Community Development and Other Services",Microfinance Technology NC IV,https://tesdatrainingcourses.com/microfinance-technology-nc-iv.html,885*,"[{'HCS341301': 'Supervise MFI Loan Officers'}, {'HCS341302': 'Oversee Implementation of Microfinance Products and Services'}, {'HCS341303': 'Monitor Progress of Workplan Implementation'}, {'HCS341304': 'Evaluate and Support Staff Performance'}]","[{'HCS421201': 'Provide Quality Customer Service'}, {'HCS315202': 'Comply with Quality and Ethical Standards'}, {'HCS311201': 'Perform Computer Operations'}]","[{'500311115': 'Utilize specialized communication skills'}, {'500311116': 'Develop teams and individuals'}, {'500311117': 'Apply problem solving techniques in the workplace'}, {'500311118': 'Collect, analyze and organize information'}, {'500311119': 'Plan and organize work'}, {'500311120': 'Promote environmental protection'}]",[],"['HCS341301', 'HCS341302', 'HCS341303', 'HCS341304', 'HCS421201', 'HCS315202', 'HCS311201', '500311115', '500311116', '500311117', '500311118', '500311119', '500311120']"
